"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"48","GB47047",39,99,94,56,130,54,43,51,39,38,37,62,0.618675866233966,3.29555950574672,2.56640884021706,0.0227985660671279,0.999924949130955,-4.32200880289157
"49","GB47161",9,19,20,14,28,13,3,8,11,14,3,23,0.699243684332398,1.04234395348353,2.31419116121093,0.0368548449708415,0.999924949130955,-4.48946389394694
"50","GB47165",163,317,865,138,177,284,57,34,170,276,29,159,1.3366298539553,4.69757235954793,2.87762875999468,0.0124671926099796,0.999924949130955,-4.12997330709764
"51","GB47770",10,17,22,16,18,20,11,15,25,30,19,38,-0.549386566108559,1.73259545303244,-2.42865778587721,0.0296738927378418,0.999924949130955,-4.45081134789816
"52","GB47839",555,912,1064,450,980,679,197,663,577,850,456,628,0.345869414565992,6.72810830760586,2.25255734190642,0.0413748833880003,0.999924949130955,-4.33142733147653
"53","GB48322",6,17,40,6,27,19,4,5,2,18,7,15,1.02331865194984,0.874315173357076,2.36060178212311,0.0337640234915799,0.999924949130955,-4.49074610448632
"54","GB48331",53,128,90,77,125,59,41,105,85,140,77,213,-0.449264103922939,3.96543666420515,-2.24113249729368,0.0422681818821226,0.999924949130955,-4.32655835621045
"55","GB48433",17,27,46,25,41,22,9,20,20,24,15,20,0.514129736932987,1.95098264985172,2.46888127809626,0.0274836915602744,0.999924949130955,-4.4358733699317
"56","GB48704",7,18,17,16,14,11,4,3,7,1,10,16,1.11260381445181,0.592549276323933,2.17324950857913,0.047960539832852,0.999924949130955,-4.5129096130005
"57","GB48823",9,22,17,16,18,14,5,53,44,46,14,20,-0.843129814353458,1.74544988824055,-2.2113421450257,0.0446834670044941,0.999924949130955,-4.47453765571345
"58","GB49019",10,31,30,17,27,25,2,11,19,19,13,22,0.616316045885852,1.50663504571997,2.25297672211626,0.041342432921845,0.999924949130955,-4.47972737501428
"59","GB49164",25,55,60,34,56,74,19,54,54,90,54,109,-0.463192654871988,3.160945602527,-2.28744127184554,0.0387561193666133,0.999924949130955,-4.38427620031791
"60","GB49260",90,212,174,141,188,65,124,182,241,191,305,217,-0.789962835676576,4.82805562619182,-2.73585211175033,0.0164314665202502,0.999924949130955,-4.12773325510569
"61","GB49286",125,256,175,165,210,222,56,87,88,101,153,258,0.596679866880777,4.62744505899879,2.30194816653454,0.0377138134040296,0.999924949130955,-4.26627027515109
"62","GB49378",18,35,41,27,44,42,6,19,19,24,24,40,0.529190289230559,2.14786837910707,2.36052350738843,0.0337690228983008,0.999924949130955,-4.43884354208277
"63","GB49481",106,175,218,100,193,114,49,105,126,135,74,183,0.277034334269479,4.39462978739888,2.14096869348443,0.0509120119901059,0.999924949130955,-4.32189895300002
"64","GB49526",4,3,12,4,8,4,5,8,8,14,5,12,-0.771180356106831,0.264771480606841,-2.49902622227797,0.0259447315729952,0.999924949130955,-4.49660082156818
"65","GB49691",23,41,53,39,97,37,44,86,52,54,69,75,-0.593934645839692,3.17452875334483,-2.17145437341828,0.0481203857439168,0.999924949130955,-4.40521502973247
"66","GB49886",514,817,1063,356,1000,532,112,630,394,588,325,799,0.554679300637902,6.47493103726175,2.46360341034517,0.02776199112824,0.999924949130955,-4.26286968959684
"67","GB49950",85,142,207,70,164,93,43,92,113,99,52,114,0.386562446059244,4.07017981761263,2.41546185268715,0.0304280844539825,0.999924949130955,-4.27531367569678
"68","GB50677",4,12,11,8,12,9,9,21,20,13,10,20,-0.859182856129521,1.03218946660514,-3.24115889343533,0.00611362953410267,0.999924949130955,-4.41339648668818
"69","GB50889",25,28,47,22,39,61,47,61,57,53,43,75,-0.802856893921392,2.92726478380814,-3.13098097734812,0.00759027630689236,0.999924949130955,-4.26660840355847
"70","GB50901",8,20,17,18,22,22,6,2,6,5,9,21,1.12641626491392,0.929755962020761,2.64105211537039,0.019743384894812,0.999924949130955,-4.46577670672497
"71","GB51069",79,141,132,74,141,113,39,89,89,87,75,109,0.315531991771118,3.99723024306757,2.3359485558906,0.0353738695355307,0.999924949130955,-4.30148363706755
"72","GB51247",893,1321,1582,465,1142,553,836,1137,1427,2710,677,1181,-0.626833937891162,7.48495703037852,-2.1593028746897,0.0492155519673903,0.999924949130955,-4.39512172840552
"73","GB51284",21,4,14,3,6,9,9,18,13,29,10,19,-1.16970269349993,0.959642223529003,-2.74023554850804,0.0162922002657473,0.999924949130955,-4.45731234187661
"74","GB51558",80,76,213,55,113,40,60,103,117,186,69,203,-0.614245643062433,4.05334325506102,-2.24629138040497,0.041862589796668,0.999924949130955,-4.31921655217954
"75","GB51581",173,285,389,228,417,381,111,212,225,218,219,315,0.341746851542606,5.42102402905591,2.16539256112614,0.0486638373728332,0.999924949130955,-4.29019141080011
"76","GB51622",58,42,93,44,49,61,175,63,96,110,71,85,-0.836851546239349,3.65079439438245,-2.19022823964777,0.0464730365909978,0.999924949130955,-4.36789133432517
"77","GB51843",816,411,311,126,387,237,300,603,611,537,443,962,-0.905055025203951,6.1787793609598,-2.22873371831263,0.0432581359976346,0.999924949130955,-4.30277830274939
"78","GB51844",62,124,149,72,130,92,52,128,179,136,80,158,-0.365126563970026,4.1968241910901,-2.47392340360293,0.0272203214810487,0.999924949130955,-4.24534614153499
"79","GB51941",77,219,171,108,174,193,103,165,185,171,227,285,-0.453193655325395,4.81857144987708,-2.26451936972395,0.0404586457468139,0.999924949130955,-4.26353623432361
"80","GB51978",33,67,82,43,72,51,17,45,49,47,27,64,0.330596620866239,2.99838663954153,2.18593665060171,0.0468448928476347,0.999924949130955,-4.4143464968126
"81","GB52173",37,67,119,33,71,66,9,15,27,30,32,67,1.04800446751306,2.75286092070475,3.92242827897226,0.00161429967116902,0.999924949130955,-4.18950307348543
"82","GB52248",16,17,37,21,12,32,14,21,25,59,26,48,-0.704535376501622,2.10062412011324,-2.13415976645312,0.0515557937290569,0.999924949130955,-4.46902100492641
"83","GB52317",114,340,22,86,299,123,299,761,305,657,91,948,-1.9645834222878,5.22544584205115,-2.88527063648064,0.0122825242012671,0.999924949130955,-4.11792064831446
"84","GB52325",147,53,114,40,63,70,49,72,116,194,71,178,-0.737080971154756,3.89193670554502,-2.30724446852629,0.0373399261132144,0.999924949130955,-4.31836971909682
"85","GB52923",367,790,1507,290,673,581,133,433,566,512,346,467,0.472398216692651,6.35619745886995,2.20985500493507,0.0448073689262315,0.999924949130955,-4.31996861314624
"86","GB53288",26,24,34,20,46,24,24,28,36,119,28,69,-0.826538272204773,2.58215670271015,-2.72648283456649,0.0167330432487842,0.999924949130955,-4.36029879391126
"87","GB53297",59,140,145,67,99,67,23,98,64,84,42,76,0.42407152288351,3.6494236739956,2.18112705806865,0.0472649391686655,0.999924949130955,-4.36852325299935
"88","GB53370",7,8,37,10,13,23,32,26,22,65,68,16,-1.2951143098293,1.90634493141227,-2.40335518764737,0.031136086990946,0.999924949130955,-4.44760586042058
"89","GB53756",99,426,44,70,131,46,101,807,116,1036,65,389,-1.59289675670133,4.74523493941264,-2.33208213063493,0.0356328592558537,0.999924949130955,-4.27032280152411
"90","GB54001",11,21,15,16,25,21,13,53,49,39,21,58,-1.19529759515036,2.10886760612331,-4.68004443721752,0.000382423761577476,0.999924949130955,-4.20631855949211
"91","GB54335",30,82,71,38,66,45,13,36,27,30,42,46,0.618328438145051,2.7854446724628,2.96745541510973,0.0104591155223144,0.999924949130955,-4.30730150395974
"92","GB54468",30,36,67,44,51,52,22,48,82,81,66,68,-0.532856164656179,3.13059754166332,-2.35803317465173,0.033928448132944,0.999924949130955,-4.37396762031471
"93","GB54786",8,23,33,19,19,23,9,37,32,39,23,52,-0.770049764450402,2.03653716770597,-3.30226714248551,0.00542220982318529,0.999924949130955,-4.3358424196185
"94","GB54864",28,46,59,26,63,31,10,25,35,45,19,35,0.430554331311817,2.47094735178596,2.29504081083401,0.0382067519670891,0.999924949130955,-4.42962427691978
"95","GB54881",5,11,4,5,5,13,5,16,15,17,5,22,-1.0590208292278,0.658203483422014,-2.81839669434864,0.0139941198607035,0.999924949130955,-4.46233828667398
"96","GB55204",996,5866,9373,18142,19263,1295,467,166,176,5327,2883,2051,2.40965043829774,8.54279694511542,2.36092198015207,0.0337435797686973,0.999924949130955,-4.41493823002987
"97","GB55205",12565,32848,67418,122029,84150,17191,1389,1748,2709,73853,32165,7975,2.4223420143305,11.5203958296732,2.47773197153968,0.0270229910481865,0.999924949130955,-4.48881322315154
"98","GB55206",894,3160,7728,7858,10439,1734,95,437,432,4379,2982,1053,2.18462587696634,8.22642444959279,2.57784086111215,0.0223026588176181,0.999924949130955,-4.36532008129425
"99","GB55211",392,568,1656,2124,1549,491,5,42,25,3991,457,122,2.7194343401754,5.73870349290426,2.26973783524231,0.0400649536091896,0.999924949130955,-4.33593227574124
"100","GB56025",204,395,601,250,427,321,117,192,202,347,237,443,0.366779702219174,5.61322247709429,2.35328170715358,0.0342346116668463,0.999924949130955,-4.23846903675228
