"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"36","GB45250",833,623,1152,1064,1240,994,1559,1241,1225,1631,1280,799,-0.715950827085958,6.95413022747035,-3.59916479179127,0.00314484179769775,0.996447216571508,-3.70879331792895
"37","GB45443",156,217,254,237,283,198,214,181,236,226,189,265,-0.289335495893149,4.62622124513747,-2.93810716418569,0.0113315849670017,0.996447216571508,-3.84392470968047
"38","GB45462",9,11,27,19,23,26,60,38,43,57,49,19,-1.47805065248792,1.64412636888153,-4.25239052693177,0.000904159280820747,0.996447216571508,-4.13849586349106
"39","GB45651",848,872,890,702,809,923,427,491,373,373,423,728,0.576307672586673,6.12417814716409,3.53557930649459,0.00355613229587172,0.996447216571508,-3.60882450459497
"40","GB45732",571,599,847,660,888,942,535,389,267,256,396,706,0.575459644342295,5.9340296212979,2.99540138947094,0.0101410342853048,0.996447216571508,-3.80472091632797
"41","GB45962",9,7,10,9,14,17,23,26,13,20,16,16,-1.09259387489933,0.707164805319316,-4.21479685457957,0.000970418515702002,0.996447216571508,-4.25810995795184
"42","GB45986",96,107,160,115,103,163,64,71,74,30,51,80,0.708842863033309,3.26031646738861,3.22737176364829,0.00646467633624847,0.996447216571508,-4.02498643851839
"43","GB46159",13,12,35,39,35,36,104,38,53,70,60,30,-1.36276923760354,2.09304344826362,-3.84214535982221,0.0019703215603877,0.996447216571508,-4.11756101798142
"44","GB46184",381,355,532,418,490,476,281,269,220,244,267,403,0.352025401633433,5.29321665240841,3.12201803374907,0.00793219754604184,0.996447216571508,-3.72409775950176
"45","GB46236",1998,1552,1661,943,450,632,454,281,145,312,264,154,1.81563907743545,5.85347912289266,4.17963107755951,0.00103692169852149,0.996447216571508,-3.44181028106447
"46","GB46305",167,251,402,247,337,259,264,152,141,90,128,157,0.539712229553285,4.48782796501848,2.99784510722695,0.0100931072854873,0.996447216571508,-3.85865596526594
"47","GB46496",186,158,311,242,304,250,194,116,110,79,121,181,0.554924373861597,4.2910345960215,3.38019475349185,0.00480524217081913,0.996447216571508,-3.7558729156247
"48","GB46586",94,119,152,122,157,92,143,111,120,120,119,127,-0.343183623234477,3.78247678176661,-3.00842016930617,0.00988828059055403,0.996447216571508,-3.9707728504141
"49","GB46795",754,944,977,673,897,1200,512,510,407,472,530,724,0.478650547967447,6.26120211751897,3.11498559838642,0.00804123563673553,0.996447216571508,-3.78434728237846
"50","GB47407",44,75,58,95,62,52,139,107,146,117,122,53,-1.09788358621848,3.22363066356616,-3.5733081716165,0.00330594062057355,0.996447216571508,-3.94512598505502
"51","GB47486",68,66,75,103,97,45,160,104,95,97,110,70,-0.801181736715296,3.29718719972989,-3.34089477334904,0.00518597284437441,0.996447216571508,-3.98162243285041
"52","GB47505",75,57,90,93,186,77,84,118,129,119,132,137,-0.689475671571415,3.54417825468547,-3.16471566797278,0.00730110817763261,0.996447216571508,-3.97536386067605
"53","GB47579",183,12,43,40,246,28,125,182,107,156,190,115,-1.6648582115163,3.32428645664909,-3.02270377652385,0.00961815332464034,0.996447216571508,-4.07230443799345
"54","GB47742",16,28,28,32,22,24,40,27,34,30,31,33,-0.715519553062763,1.68857159005123,-3.97446198979855,0.00153010541383984,0.996447216571508,-4.15700143353162
"55","GB47804",896,813,361,827,680,780,2073,759,933,2021,1203,725,-1.04137296429914,6.6729643994051,-2.93219364485075,0.011462070785259,0.996447216571508,-3.90391517863972
"56","GB47938",1546,1589,1919,1796,2662,2450,1377,1171,603,826,891,1725,0.607374852114817,7.32557706988847,2.99055898181258,0.0102366723993549,0.996447216571508,-3.9610289593284
"57","GB47958",10,6,20,15,31,20,36,18,43,37,27,17,-1.14652644413836,1.24507781500929,-3.31661265405706,0.00543622631552327,0.996447216571508,-4.29286323606305
"58","GB48330",53,36,68,55,56,97,23,28,29,22,20,47,0.763038163385009,2.18004541249875,3.11532847071158,0.00803588492496361,0.996447216571508,-4.2202322149249
"59","GB48355",1618,1290,2828,1555,2318,1709,1062,1006,823,989,904,1626,0.490577154090342,7.27953996702539,3.28285352650608,0.00580442975495745,0.996447216571508,-3.86020047613302
"60","GB48475",30,21,33,30,34,77,21,5,13,16,9,20,1.0617002126675,1.27073737916721,3.01582027182881,0.00974740575474792,0.996447216571508,-4.33195170223394
"61","GB48598",24,23,53,67,39,55,86,67,45,67,47,46,-0.81821109000641,2.4592299941578,-3.11537297597975,0.00803519065586171,0.996447216571508,-4.17781361844582
"62","GB48858",116,103,205,200,177,168,102,83,100,86,72,121,0.436221250642565,3.76915879725212,3.043469112031,0.00923845646202001,0.996447216571508,-3.97156601616521
"63","GB48923",888,582,985,689,708,596,1423,629,1522,1285,856,702,-0.781383308351208,6.59472254481396,-3.11523097830958,0.00803740598664865,0.996447216571508,-3.82219294896142
"64","GB49158",182,301,369,316,371,310,334,297,291,264,272,329,-0.293337316275805,5.07584765179751,-3.00393185237935,0.00997470583255498,0.996447216571508,-3.77255558024066
"65","GB49520",177,223,280,235,204,169,262,199,295,318,242,203,-0.553241845418389,4.69813057076425,-3.20909917069149,0.00669818878201132,0.996447216571508,-3.7250800599801
"66","GB49801",905,490,913,528,797,708,498,383,375,261,332,476,0.584003799589354,5.86424922278801,3.12905710771055,0.00782453220829008,0.996447216571508,-3.74410082095523
"67","GB50037",28,33,38,14,14,40,52,29,37,46,32,40,-0.931613744335496,1.8473812648123,-3.01657203263035,0.00973320644508977,0.996447216571508,-4.27148149815706
"68","GB50526",323,520,903,1483,2259,1158,1948,1634,2006,1175,1222,1722,-1.13486015386072,7.08612526189322,-3.37677251647042,0.00483724765961986,0.996447216571508,-3.80324907182254
"69","GB50550",3251,469,1075,513,548,406,3866,2116,5669,9011,2762,426,-2.20357685671281,7.36185429466842,-2.97158998241278,0.0106199940759409,0.996447216571508,-3.97791850567995
"70","GB50874",770,657,891,675,887,947,462,420,458,353,364,740,0.513529027482927,6.0808039148673,3.5460553594554,0.0034847997113485,0.996447216571508,-3.59793227411955
"71","GB50955",1532,827,1383,1182,1306,834,2616,1394,5450,3469,1856,856,-1.25057534051937,7.48037584802504,-3.19781260311679,0.00684662010870795,0.996447216571508,-3.91334993789436
"72","GB51195",10,7,17,10,23,11,30,12,20,15,19,21,-0.921489056601624,0.80974013637484,-3.7631100097345,0.0022930149411041,0.996447216571508,-4.28623282735704
"73","GB51355",22,28,25,8,21,26,38,36,29,25,28,27,-0.890553970965139,1.50705493969373,-3.09056994621582,0.00843152093943037,0.996447216571508,-4.2953177021723
"74","GB51768",202,235,382,296,400,390,252,185,133,161,124,232,0.489774764788423,4.71165886529266,3.23645973326685,0.00635158917807233,0.996447216571508,-3.73020210081742
"75","GB52184",1003,72,173,29,423,192,1533,621,1284,587,713,219,-2.3474367554086,5.30429343672179,-3.208256150646,0.00670916338919012,0.996447216571508,-3.7674848917664
"76","GB52294",280,91,326,247,83,122,864,769,444,1285,386,214,-2.1154359523863,5.10807067472389,-4.24341840068142,0.000919537551035462,0.996447216571508,-3.40553737941906
"77","GB52321",313,369,511,368,442,521,286,205,204,193,314,308,0.432249055996398,5.17211747129814,3.13753637324483,0.00769677136865896,0.996447216571508,-3.72425880136678
"78","GB52353",193,161,252,187,222,162,80,89,104,117,80,178,0.572324522338033,4.00280361154536,3.3475222681123,0.00511970308135957,0.996447216571508,-3.83066281386233
"79","GB52708",329,327,525,320,496,473,211,224,240,198,175,389,0.478414789646387,5.1068981530747,3.27218330424958,0.00592593394526354,0.996447216571508,-3.67409860085549
"80","GB53120",1016,657,1280,1161,810,683,590,287,162,322,426,689,0.982508624417117,6.03086311204895,3.30284900221051,0.00558342543948097,0.996447216571508,-3.70251736988026
"81","GB53500",8,4,13,4,14,4,40,36,47,35,23,10,-2.26008090119981,0.718850288472541,-4.72403540068856,0.000377304457084222,0.996447216571508,-4.22648144197426
"82","GB53548",19,32,55,25,51,38,85,47,47,37,41,39,-0.747331438344205,2.2010845387003,-3.23133738944819,0.00641508385581662,0.996447216571508,-4.19204259891661
"83","GB53574",376,326,447,407,345,379,218,233,262,147,207,276,0.468539439581797,5.02432275420997,3.04182715772499,0.00926793004523501,0.996447216571508,-3.77487323230746
"84","GB53798",16879,1934,30956,7130,11256,22615,4554,3672,444,1857,2161,2784,2.08741439471554,9.08280915880998,3.16208820192042,0.0073384541345515,0.996447216571508,-4.10822293479646
"85","GB53814",196,210,254,239,358,328,167,138,119,124,147,225,0.461405928415375,4.47342841665453,3.30436608673394,0.00556700628010829,0.996447216571508,-3.74221067435534
"86","GB53833",3,4,15,7,20,7,46,15,24,36,40,11,-1.93049852664492,0.707002038991599,-4.1483338746452,0.00110004608477955,0.996447216571508,-4.26908526121418
"87","GB53860",566,334,657,452,624,323,565,575,884,1118,328,818,-0.803802154088151,5.98526835030219,-2.9546824523477,0.0109736145660377,0.996447216571508,-3.81821282239992
"88","GB54143",384,373,647,543,559,609,314,341,306,278,277,392,0.370263890950606,5.49857455632592,3.27745511305787,0.00586558719290937,0.996447216571508,-3.658872317688
"89","GB54226",81,90,83,83,118,174,53,30,63,55,32,64,0.738770995682812,2.97171855013782,3.02936952254949,0.00949461096601444,0.996447216571508,-4.1242359217427
"90","GB54276",16,18,29,19,20,27,10,6,12,7,9,14,0.81003470647154,0.710844205081167,3.75388324609153,0.0023340433493914,0.996447216571508,-4.29945954390551
"91","GB54429",35,13,33,33,39,46,68,63,44,49,46,49,-1.06100426819745,2.20499903071506,-4.22401174732146,0.000953728306801113,0.996447216571508,-4.04110502490121
"92","GB54480",135,89,145,91,113,104,325,153,443,457,238,95,-1.47445854237947,4.22788852199811,-3.58738788937137,0.00321720703765833,0.996447216571508,-3.7138454640512
"93","GB54996",575,742,1294,712,1056,1050,450,464,447,435,454,827,0.486017629030119,6.21580322415407,3.30411598080466,0.00556970979573316,0.996447216571508,-3.70557265085545
"94","GB55196",56,77,146,141,149,89,48,42,53,61,56,79,0.596150195991261,3.09914972157635,3.0974403039966,0.008319829480567,0.996447216571508,-4.08415747651426
"95","GB55500",81,70,70,58,64,60,47,24,34,35,32,40,0.589280542162849,2.45443787255813,3.02718017825519,0.00953501340308092,0.996447216571508,-4.19940557449863
"96","GB55511",256,279,394,227,282,258,251,120,138,148,139,141,0.555469371255193,4.53694246362161,3.41865693315368,0.00445986933128535,0.996447216571508,-3.69326366006448
"97","GB55574",1856,2223,3497,1820,2458,3219,2042,1038,1385,1124,1215,1913,0.485969732517658,7.70435899622844,2.91773291063678,0.0117874425821401,0.996447216571508,-4.02548443908819
"98","GB55781",1250,932,1475,853,1399,1823,717,716,647,546,538,972,0.577398331546155,6.69361813124389,3.2550578026338,0.00612629906819737,0.996447216571508,-3.78844478328049
"99","GB55820",69,84,135,121,122,117,57,55,46,59,65,90,0.479459128863244,3.18058348955079,3.24122366687526,0.00629310206963193,0.996447216571508,-4.03308059786129
"100","GB55880",13,8,11,15,14,15,26,12,18,18,14,18,-0.787959222185422,0.7675264338725,-3.44164006766786,0.00426554352101282,0.996447216571508,-4.32112297474587
