"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"35","GB44384",76,22,60,73,80,121,54,44,26,42,65,24,1.04685796091517,2.56017830789744,3.80472048920522,0.00218590802257755,0.557701031623054,-2.28398641388273
"36","GB44488",19,13,14,20,50,39,31,58,58,53,54,109,-0.991380076809804,2.06579454041375,-3.50476409113559,0.00387592836109576,0.557701031623054,-2.71179396002732
"37","GB44492",489,255,548,541,531,660,264,589,389,592,450,525,0.390732831114579,5.75188961065552,3.34664948784358,0.00525138599362055,0.557701031623054,-2.22606510568118
"38","GB44612",211,105,199,195,260,322,116,267,154,269,211,176,0.375192612163537,4.50713945256296,3.56376080560176,0.0034615787514203,0.557701031623054,-1.97390283359014
"39","GB44735",93,39,69,86,132,166,86,247,113,205,165,175,-0.519315115049397,3.76035115545447,-3.59637749032988,0.00325207658612388,0.557701031623054,-2.0974643354657
"40","GB44913",8,3,10,14,13,22,9,35,25,33,24,24,-0.874630897394008,0.860561452761175,-3.48206900901757,0.0040483945134798,0.557701031623054,-3.06693235792781
"41","GB44960",567,273,655,655,798,1033,352,654,568,600,517,558,0.476661734487323,6.04317624523075,3.52343517268682,0.00373962864272146,0.557701031623054,-2.03074508071254
"42","GB45168",61,27,51,72,79,116,49,124,112,151,140,145,-0.577939876013675,3.27518667714886,-3.61273344402867,0.00315191055449812,0.557701031623054,-2.22181165831519
"43","GB45170",1305,562,822,706,827,1899,334,968,356,540,1157,496,0.991231086554135,6.39846925372095,3.84141339075639,0.00203883653404614,0.557701031623054,-1.70825407336928
"44","GB45870",225,83,193,241,272,288,135,157,180,210,166,199,0.545794057726366,4.4299233826522,3.57155123229937,0.00341032690669761,0.557701031623054,-1.97611028860901
"45","GB46282",99,57,124,138,177,316,117,324,229,389,314,374,-0.724395368449035,4.45125225538517,-3.89068607937569,0.00185709579620091,0.557701031623054,-1.61955353422533
"46","GB46330",337,219,273,409,343,690,459,630,546,714,610,805,-0.540901060033614,5.75013357840675,-3.83357573325689,0.0020693786729774,0.557701031623054,-1.63785215328829
"47","GB46412",19,6,30,50,58,54,5,9,14,14,13,40,1.46397711983402,1.19172251907343,3.42608588550763,0.00450776039428994,0.557701031623054,-3.02092218981918
"48","GB46426",215,114,344,252,356,558,154,221,225,277,273,232,0.56996007585861,4.84367738033463,3.29136268978894,0.00584076172712973,0.557701031623054,-2.28732610454164
"49","GB46908",215,106,164,130,227,410,211,362,228,615,372,439,-0.592406289200511,4.8837640671967,-3.385523343623,0.00487317343882606,0.557701031623054,-2.17928744826366
"50","GB46916",299,168,278,396,372,407,185,374,242,340,310,298,0.394156554801229,5.08951983341273,3.57019548340503,0.00341919051127459,0.557701031623054,-1.9244110514978
"51","GB47022",78,31,84,87,126,134,97,142,122,195,148,161,-0.464901043222734,3.63393663268184,-3.32121533794848,0.00551470372577272,0.557701031623054,-2.43353872874771
"52","GB47141",47,23,39,54,59,85,16,42,24,59,47,23,0.838919369554332,2.18050906115859,4.30861815689694,0.000848719106391666,0.557701031623054,-2.03809311456008
"53","GB47351",394,175,284,360,405,618,322,614,421,879,605,567,-0.353620698655895,5.64313513015398,-3.46222814976836,0.00420552096599036,0.557701031623054,-2.08009840691191
"54","GB47420",37,33,65,60,65,132,55,136,103,166,145,164,-0.758224056075281,3.28388290992138,-3.84320636357876,0.00203191456004799,0.557701031623054,-1.99363423243935
"55","GB47541",208,261,311,431,183,365,185,72,113,157,114,156,1.4668522948975,4.44530625565437,4.14026409671773,0.00116107427643617,0.557701031623054,-1.35175298760097
"56","GB47567",203,103,221,276,282,312,120,201,161,263,255,232,0.432484247820174,4.58888358293734,3.48493538369706,0.00402619072211491,0.557701031623054,-2.06185119214102
"57","GB47928",112,32,156,132,309,263,144,28,31,116,113,35,1.53504716600596,3.40719336024284,3.21071821131872,0.0068216969051971,0.557701031623054,-2.61914528550309
"58","GB48085",111,35,89,72,102,164,46,112,56,74,81,64,0.628479064455417,3.16477587121836,3.53597024306202,0.00365085492099435,0.557701031623054,-2.32668791004903
"59","GB48229",580,506,1225,1023,1093,2498,924,2730,2067,2039,3223,3913,-0.899185934559616,7.43655691946474,-3.23637092748353,0.00649294792919127,0.557701031623054,-2.55356757720681
"60","GB48377",199,126,220,243,260,562,196,500,467,530,547,677,-0.637142802145286,5.25601729285602,-3.3843848170064,0.00488385028966576,0.557701031623054,-2.17352686598447
"61","GB48443",34,25,88,35,89,94,54,280,121,139,165,191,-1.15345085268108,3.32620796326619,-3.75371309748815,0.00240854351256988,0.557701031623054,-2.08393127930296
"62","GB48662",2426,1131,6942,3756,3873,6303,901,2878,2645,1848,764,1211,1.45248815467339,8.0404522299615,3.67605864794946,0.00279275818715509,0.557701031623054,-2.18449090816068
"63","GB48728",147,75,162,85,118,337,67,129,61,68,128,68,1.0169026903763,3.60830917935189,3.58364791902349,0.00333226571050229,0.557701031623054,-2.1533183839408
"64","GB48931",239,102,334,281,298,612,113,262,246,172,233,252,0.713886107742698,4.77013976818112,3.27716077018974,0.00600261215347138,0.557701031623054,-2.31145758925825
"65","GB49099",23,5,8,8,24,12,25,31,20,45,22,34,-0.993092403289182,1.09435112082669,-3.28319579779521,0.00593329136135967,0.557701031623054,-3.14159064524121
"66","GB49184",14,6,9,14,21,24,17,22,32,61,27,52,-0.934303111631401,1.27968327360908,-3.35561362515019,0.00516162851051836,0.557701031623054,-3.04606328240324
"67","GB49322",39,17,59,46,91,137,44,197,106,181,121,238,-0.979026041387773,3.26816128149305,-3.28253059519684,0.00594089255122112,0.557701031623054,-2.57617761057779
"68","GB49346",135,68,114,148,190,330,160,338,221,522,217,438,-0.680128163835809,4.56969381095277,-3.53839314819714,0.00363394358800336,0.557701031623054,-2.01885373161114
"69","GB49475",21,6,15,32,20,21,28,46,18,117,47,54,-1.0723409568857,1.68770135216434,-3.23574386336857,0.00650079144727029,0.557701031623054,-3.03068110152343
"70","GB49794",193,134,215,263,285,527,193,636,355,531,570,667,-0.601444601779406,5.26725387852195,-3.37697948960795,0.00495387367967767,0.557701031623054,-2.18193397674909
"71","GB50206",435,183,348,427,437,749,187,524,248,319,388,390,0.560790244667596,5.36970214404913,3.90660121947538,0.00180200301862989,0.557701031623054,-1.51376251890775
"72","GB50262",311,103,200,188,171,435,110,208,123,210,142,154,0.753903894574458,4.37703757077341,4.1511968658563,0.00113758378473139,0.557701031623054,-1.31415062203901
"73","GB50265",20917,7795,14077,20254,12703,27684,9169,14028,8401,9452,13526,9972,0.855983204552569,10.5429800419038,3.88886049763687,0.00186352455306556,0.557701031623054,-2.47059516552662
"74","GB50693",74,10,112,71,171,190,13,20,22,57,27,29,1.97141982494076,2.35532563680528,4.42994044255116,0.00067844729272091,0.557701031623054,-1.90536279004362
"75","GB50827",88,26,52,48,138,195,95,283,114,232,175,222,-0.901520652191254,3.70680302674195,-3.63948454649922,0.00299478738216217,0.557701031623054,-2.08299088511607
"76","GB50905",216,80,253,184,140,490,83,207,119,108,134,163,0.892497068800953,4.20099712744602,3.42532312156522,0.00451437007872149,0.557701031623054,-2.19596389256223
"77","GB51227",27,8,65,26,47,116,15,18,17,26,20,10,1.43701663295637,1.53368351155004,3.59869579820618,0.00323768472374888,0.557701031623054,-2.79907227746202
"78","GB51632",272,126,203,231,259,300,137,289,154,173,236,176,0.536296918868471,4.56309383702228,3.39993209893222,0.00474006754839802,0.557701031623054,-2.17142669885551
"79","GB51840",75,51,157,178,188,195,49,84,108,81,135,51,0.984093412775076,3.52931465590782,3.37145093205435,0.00500680968014286,0.557701031623054,-2.40356622992801
"80","GB51918",23,7,13,20,24,26,9,15,15,14,13,12,0.733636227305048,0.824905489487329,3.52961990048531,0.00369555821849653,0.557701031623054,-3.04658707570662
"81","GB52082",89,35,74,53,104,181,88,201,105,353,180,251,-0.87446468603535,3.76281932186232,-3.81906048554229,0.00212718241741725,0.557701031623054,-1.87041162002848
"82","GB52103",44,18,59,72,74,81,12,21,48,35,18,31,1.37347309170186,2.07529969331064,4.7563772009871,0.000374627050716415,0.557701031623054,-1.79881426197902
"83","GB52186",11196,1613,27322,8629,14935,28955,957,1109,1299,7892,3922,2061,2.63277060901147,9.11939561352115,4.74269498512502,0.000383967711593933,0.557701031623054,-1.54272032977291
"84","GB52203",72,52,27,36,41,70,6,34,12,27,69,15,1.35099357700742,1.85470991041493,3.30122192077502,0.00573098767717745,0.557701031623054,-2.93305426538744
"85","GB52514",60,36,72,74,74,89,22,49,52,59,52,56,0.746750694207682,2.67039324847013,4.47083658554209,0.000629360348734061,0.557701031623054,-1.69003694472546
"86","GB52542",29,14,19,24,40,51,38,65,59,65,49,95,-0.816456035220812,2.22263284937888,-3.97290945821541,0.0015898816431195,0.557701031623054,-2.28350306363259
"87","GB52574",85,29,59,56,97,120,58,170,95,176,141,166,-0.60881304028443,3.41283051663224,-3.7904240503679,0.00224610351006275,0.557701031623054,-1.99744189692706
"88","GB52581",74,40,13,52,52,40,2,21,19,22,20,27,1.56535113917531,1.5263232288725,3.24741564616449,0.00635634237093787,0.557701031623054,-3.06567272925189
"89","GB52802",16,6,6,12,20,39,19,29,44,39,32,53,-0.97755946859289,1.33592737873554,-3.22803886028704,0.00659794713964053,0.557701031623054,-3.12445299167197
"90","GB52846",25,7,18,14,26,62,24,53,48,109,47,79,-1.06528846389874,1.96027851110838,-3.68772491333251,0.00273127561188863,0.557701031623054,-2.60403689651523
"91","GB52856",75,49,40,34,73,159,106,141,154,185,225,186,-1.06688383441604,3.53738452404841,-4.24601218137823,0.000953285163041743,0.557701031623054,-1.52804128348252
"92","GB53124",39,18,51,71,78,176,54,225,90,241,247,231,-1.14262237957188,3.45783910099397,-3.67117924123381,0.00281888912079416,0.557701031623054,-2.12958975492032
"93","GB53605",18,12,24,21,33,119,33,108,56,110,66,94,-1.04366939024229,2.37364656307578,-3.41553869860642,0.00460002918618236,0.557701031623054,-2.69599035524676
"94","GB53613",173,79,136,188,131,207,75,147,91,120,146,90,0.705769486190212,3.85618156474918,4.21755049435656,0.00100513014037105,0.557701031623054,-1.39236846294843
"95","GB53768",494,287,446,686,579,628,376,325,368,447,480,463,0.584162361272891,5.69880711129903,3.20598640859287,0.0068841341945644,0.557701031623054,-2.40225789340023
"96","GB54272",16,1,3,4,21,11,23,16,16,84,19,50,-1.79539505521963,0.676133773537345,-3.34216677921629,0.00529685893353613,0.557701031623054,-3.19288360524155
"97","GB54607",212,144,187,316,322,291,130,247,163,245,232,237,0.483317886754278,4.65646831435254,3.58865777407293,0.00330046970178566,0.557701031623054,-1.92745280966003
"98","GB55036",18,9,13,19,9,47,31,30,49,68,41,48,-1.06478581274087,1.62459031327738,-3.43078522949683,0.00446725348832564,0.557701031623054,-2.90120785122203
"99","GB55391",4,4,7,5,15,22,9,22,13,41,20,26,-1.02038733455403,0.556389452177555,-3.23238743375424,0.0065429365435944,0.557701031623054,-3.29297630862975
"100","GB55443",498,267,526,566,658,566,264,478,399,489,418,451,0.565388911596406,5.6953076647993,4.28223530396864,0.000891262257228291,0.557701031623054,-1.09624490596913
