"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"34","GB44200",14,11,8,9,19,32,22,35,11,15,50,40,-0.671824179272853,1.14261625879188,-2.08013628186079,0.0577847007542188,0.999937189829916,-4.48347445360309
"35","GB44294",45,32,39,62,59,53,49,51,21,38,53,39,0.421918005775463,2.33828668440269,2.18838537108316,0.0474294805724689,0.999937189829916,-4.41646072115424
"36","GB44363",345,389,214,347,458,445,497,407,308,500,927,645,-0.378670622402087,5.62417453565386,-2.07688015757057,0.0581265842159321,0.999937189829916,-4.29122112728102
"37","GB44399",14,6,10,10,30,36,61,20,6,20,47,52,-0.741996154024296,1.22292071781678,-2.02479047989248,0.0638569275581597,0.999937189829916,-4.48743366255696
"38","GB44500",830,604,584,780,1183,1037,1211,1150,392,1071,2211,2154,-0.369546996990408,6.81752468179467,-2.16740720422401,0.0492896681764742,0.999937189829916,-4.30910226671623
"39","GB44501",1946,1827,1051,2038,2277,2378,2525,2867,1203,2700,4953,3988,-0.420140164422947,8.03233471675064,-2.20646741243634,0.0458791807671333,0.999937189829916,-4.35333429804291
"40","GB44560",1741,1416,877,1294,1377,1538,1924,2113,939,2136,3455,2579,-0.437797959012157,7.57617542846547,-2.27731064457,0.0402531856002551,0.999937189829916,-4.31692937933824
"41","GB44686",39,44,26,30,44,44,41,24,13,43,28,32,0.549702656753726,1.91681239447405,2.42892921257789,0.0303326928748288,0.999937189829916,-4.40278579773155
"42","GB44702",51,36,58,45,74,70,112,75,34,74,96,98,-0.3336831384135,2.89807199025266,-2.24784709928107,0.0425089609486552,0.999937189829916,-4.37095021709518
"43","GB45096",67,47,49,31,64,74,58,44,19,50,47,57,0.457296830157852,2.47983606967539,2.2123648404988,0.0453839421647541,0.999937189829916,-4.40437204027079
"44","GB45153",61,113,51,49,109,117,144,94,53,116,245,158,-0.512098401624396,3.49135295234243,-2.15579877451513,0.0503481786960234,0.999937189829916,-4.34853107839742
"45","GB45186",56,51,33,74,52,64,41,43,28,62,43,35,0.599136061383085,2.44133580123353,2.291076044834,0.039238550969349,0.999937189829916,-4.3930264633926
"46","GB45446",22,8,8,18,12,22,32,20,6,45,38,34,-0.708383221398166,1.12872320032015,-2.39600763586797,0.0322649297603749,0.999937189829916,-4.44752332375497
"47","GB45692",40,48,34,37,64,94,83,68,23,64,162,135,-0.496692595688765,2.82448707530117,-2.04091430909536,0.062029657523388,0.999937189829916,-4.41703464849069
"48","GB45748",43,11,16,7,106,151,146,73,74,163,85,88,-1.32856422488337,2.69309568171483,-2.34589284890025,0.0354337424184885,0.999937189829916,-4.37257475374122
"49","GB45817",49,32,25,34,47,43,33,15,10,38,34,46,0.646286467751462,1.86181815567172,3.07953243143493,0.00875452168527415,0.999937189829916,-4.31679249819968
"50","GB45820",1012,984,782,1000,1256,1189,1586,1247,682,1391,2476,1920,-0.325120626713066,7.12841098198814,-2.43488979179044,0.0299949203784746,0.999937189829916,-4.25262610337063
"51","GB45863",161,101,105,153,200,125,130,98,57,143,184,175,0.312545831126427,3.90127942551601,2.09539650761063,0.0562071588618862,0.999937189829916,-4.33080895160388
"52","GB46189",264,222,270,321,431,331,355,249,133,272,387,404,0.247204409180196,5.06614643809441,2.41406945282083,0.0311907102863843,0.999937189829916,-4.17120554571381
"53","GB46252",39,26,31,40,94,74,136,69,18,76,125,128,-0.638597366431715,2.77960178322803,-2.53681185023253,0.0247493176533028,0.999937189829916,-4.32447610100709
"54","GB46304",28,32,24,15,28,49,29,46,50,57,91,68,-0.724800620418009,2.16624314426408,-2.08180384972851,0.0576103345332402,0.999937189829916,-4.44400512640388
"55","GB46310",99,112,122,111,197,147,230,126,66,154,346,378,-0.411911393632011,4.14555987070568,-2.0677143548229,0.0590990673197225,0.999937189829916,-4.32609402651302
"56","GB46816",10,9,12,14,18,19,6,7,5,13,16,20,0.563812486587258,0.452483755330124,2.09471341384588,0.0562769101306189,0.999937189829916,-4.50030870623261
"57","GB47086",45,39,35,36,58,133,123,66,30,64,133,139,-0.535919525020019,2.89849258511991,-2.15713900461279,0.0502248927631994,0.999937189829916,-4.38965337187547
"58","GB47499",303,300,144,382,212,364,397,224,79,139,247,279,0.559677780267052,4.75014645683791,2.06506830666713,0.0593826033732742,0.999937189829916,-4.29662614229324
"59","GB47696",159,129,71,216,193,221,106,160,65,116,143,139,0.614557425127828,3.95472636579329,2.63080530909433,0.0207056744233974,0.999937189829916,-4.17606904143402
"60","GB47995",10,7,20,16,21,40,46,27,16,23,51,62,-0.846757003693074,1.46736058394028,-2.90895944811987,0.0121582786034198,0.999937189829916,-4.36980817935055
"61","GB48410",79,49,54,74,95,111,155,77,41,97,141,142,-0.271775634084843,3.3096611850636,-2.00815031292339,0.0657946590977111,0.999937189829916,-4.39488208812892
"62","GB48584",16,9,10,8,21,11,27,17,7,13,33,39,-0.583923476974113,0.852790931190456,-2.18262702797864,0.0479334217089272,0.999937189829916,-4.48125286298002
"63","GB48653",5,5,7,11,21,18,27,9,6,18,28,65,-0.850496231772632,0.696649919627532,-2.21230017998092,0.0453893446823982,0.999937189829916,-4.48343582499554
"64","GB48745",363,308,273,234,341,547,469,481,247,435,670,657,-0.347839601380129,5.50663630467679,-2.03085035586071,0.0631644289256331,0.999937189829916,-4.30458690353364
"65","GB48779",13,11,13,11,33,26,43,17,7,35,52,59,-0.715062982026993,1.34650898918014,-2.47964654332438,0.0275715408685314,0.999937189829916,-4.42762446255643
"66","GB49026",71,114,65,109,87,93,90,56,48,68,61,96,0.549780960183841,3.16063365623384,2.33698099854727,0.0360274609685311,0.999937189829916,-4.33134051828202
"67","GB49188",25,35,25,41,45,56,39,43,11,34,23,27,0.60415014504526,1.87347015494088,2.21465459548059,0.045193018118492,0.999937189829916,-4.43634678778613
"68","GB49219",341,117,33,371,297,162,54,63,1,128,8,78,2.68831646866911,2.97961829361562,3.25539428104508,0.006236992577402,0.999937189829916,-4.20021417665097
"69","GB49329",55,42,67,36,101,93,143,74,37,78,122,168,-0.45276044523869,3.12439222850167,-2.13089668805596,0.0526909925207372,0.999937189829916,-4.37994299855112
"70","GB49526",8,7,10,5,36,18,56,18,6,22,25,44,-0.886928351133785,0.932061343171284,-2.27092264741015,0.0407324317913365,0.999937189829916,-4.46962575389389
"71","GB49638",49,34,45,58,89,59,115,66,33,71,100,105,-0.342001279368074,2.88075738842253,-2.27025829270406,0.0407825823975794,0.999937189829916,-4.36770282343314
"72","GB49705",1613,1016,921,584,605,784,364,589,283,798,1657,360,0.820514811320086,6.31677347107301,2.01531214624906,0.0649541251712081,0.999937189829916,-4.33370357301009
"73","GB50264",17,17,11,31,12,22,14,7,4,13,16,18,0.777209682268754,0.700660048224939,2.70923401560067,0.0178299184852138,0.999937189829916,-4.43137640040996
"74","GB50734",4,5,8,10,15,12,13,15,6,14,23,26,-0.642929663112191,0.40220625134574,-2.37133608546506,0.0337895481898803,0.999937189829916,-4.4761521739571
"75","GB50816",13,7,19,15,31,27,50,27,10,21,51,62,-0.740098885280069,1.42831052078892,-2.63064244081583,0.0207120925125275,0.999937189829916,-4.40511112788857
"76","GB51075",50,25,35,54,30,42,29,23,12,21,32,35,0.801671227386084,1.81978634338114,3.56721866027097,0.00342336949077487,0.999937189829916,-4.26154648622115
"77","GB51338",18,6,8,13,28,16,24,23,10,22,36,38,-0.631641380572128,1.05907330625016,-2.57276820177038,0.0231193911782536,0.999937189829916,-4.43082706681838
"78","GB51532",42,21,49,48,61,80,53,52,14,32,28,38,0.691409309229102,2.19528051695517,2.56367261293173,0.0235216003066494,0.999937189829916,-4.36456404716744
"79","GB51938",16,19,15,29,44,58,29,20,7,21,27,21,0.638838164807688,1.40524837673794,2.35926275464623,0.034560470095187,0.999937189829916,-4.43888648211987
"80","GB52013",67,139,89,56,159,127,202,140,57,123,350,277,-0.623446965741086,3.878803816231,-2.2832542616403,0.039812075892832,0.999937189829916,-4.28610916591784
"81","GB52045",3,3,7,7,18,37,29,20,4,14,27,40,-0.942471522051899,0.568778804852908,-2.04292792473823,0.0618048834067488,0.999937189829916,-4.50361360891012
"82","GB52278",119,151,106,126,147,325,253,287,81,214,404,419,-0.565053372224212,4.46678713592024,-2.40839454208679,0.0315244802016695,0.999937189829916,-4.20415607697823
"83","GB52293",241,154,219,254,237,250,254,172,126,218,244,283,0.270762139841414,4.63700139170117,2.06272702982132,0.0596345322585728,0.999937189829916,-4.30001240191818
"84","GB52656",773,267,506,691,795,1134,1518,1013,336,823,1928,1316,-0.507267025927019,6.52824096784643,-2.18027353057812,0.0481408305978726,0.999937189829916,-4.29175558490533
"85","GB53021",48,44,46,38,72,76,104,51,23,81,158,133,-0.468782955346292,2.87953099870688,-2.24631359870595,0.042629578422175,0.999937189829916,-4.37271868723756
"86","GB53114",62996,32446,28941,65304,51339,78119,122767,76899,57514,75041,104763,84796,-0.631194382179665,12.8672286105034,-2.47705235065889,0.0277067084656359,0.999937189829916,-4.45441985643008
"87","GB53318",353,316,114,366,215,192,205,160,129,121,201,211,0.722377304197297,4.5306855423919,2.29666637316436,0.0388334530334523,0.999937189829916,-4.23014452667106
"88","GB53403",4,10,7,11,19,21,26,18,5,16,37,40,-0.770782130435102,0.773625166736507,-2.29117626242885,0.0392312536615492,0.999937189829916,-4.47281590621664
"89","GB53452",16,11,7,21,24,33,15,11,5,12,24,12,0.642900959160912,0.74923286407197,2.30807237667971,0.0380191972303909,0.999937189829916,-4.47030269155622
"90","GB53620",83,47,50,76,142,112,89,90,32,62,66,87,0.443143153112779,3.07377813630907,2.1108100018121,0.0546544914659992,0.999937189829916,-4.38687304717257
"91","GB53639",9,9,8,15,11,13,12,4,1,6,16,15,0.739198877924133,0.040250773032351,2.24189001861676,0.0429793275461585,0.999937189829916,-4.49610126130808
"92","GB53685",85,50,45,105,96,115,73,47,34,80,104,83,0.422886275857882,3.05153903480512,2.36063414038864,0.0344720653818948,0.999937189829916,-4.33526148713267
"93","GB53698",76,47,42,106,98,75,102,92,50,96,166,149,-0.370173077668249,3.28883187394153,-2.04004824212959,0.0621265661949343,0.999937189829916,-4.38923977257272
"94","GB53731",32,39,27,39,43,59,27,32,17,34,40,40,0.52204073223527,2.00329642399402,2.63520951648265,0.0205328510233522,0.999937189829916,-4.36697083193338
"95","GB54974",47,33,47,50,60,58,92,50,24,62,120,109,-0.355830369825568,2.72335625953539,-2.23739064925235,0.0433378452154453,0.999937189829916,-4.3849055774082
"96","GB55071",90,69,99,78,180,116,200,117,50,137,216,224,-0.359712337026515,3.77780123452115,-2.20711035040534,0.045824943991139,0.999937189829916,-4.31221489292409
"97","GB55158",47,53,19,46,56,41,53,76,53,78,175,73,-0.700727306844287,2.71585966231756,-2.14657399829603,0.0512044636884258,0.999937189829916,-4.40376213171956
"98","GB55239",211,145,198,253,346,496,376,400,129,407,654,731,-0.478522442112726,5.18737100330235,-2.39508682277099,0.0323206323075873,0.999937189829916,-4.18129499197251
"99","GB55325",1893,1171,1531,1746,2159,2415,2921,2822,887,2520,5180,4547,-0.454592154102171,7.98949196706365,-2.62363005873683,0.020990269063738,0.999937189829916,-4.25712877613523
"100","GB55974",14,9,9,13,20,20,35,16,11,15,50,60,-0.775971655170418,1.13683946321388,-2.74843873234543,0.01654251922338,0.999937189829916,-4.40777745713018
