"","ID","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"36","GB44548",477,444,152,298,241,869,63,216,175,145,206,127,1.50439890742104,5.10475747789884,4.03257811553074,0.00130553713968212,0.922385291183853,-3.59043270530374
"37","GB44564",6338,4847,4903,8815,6872,13025,5357,5331,2177,7254,6190,4832,0.736473699967872,9.79210692463112,3.26771730698822,0.00580475614997365,0.922385291183853,-4.19443601525946
"38","GB44802",637,309,264,484,418,636,349,437,254,404,479,392,0.389374193874796,5.94270441954375,3.1160666315078,0.00781796432203558,0.922385291183853,-3.83721717572169
"39","GB45030",16,8,11,32,25,28,10,13,8,10,17,15,0.795337338348102,1.18580198185995,2.90345235674673,0.0118567114967802,0.922385291183853,-4.39215587857581
"40","GB45086",188,88,92,186,165,207,136,148,93,156,138,139,0.32941182868465,4.40716705864748,3.22268629499293,0.00634146103535936,0.922385291183853,-3.89937206162376
"41","GB45198",22,23,14,32,23,43,57,42,38,58,32,42,-0.639781522471754,2.34034760670017,-2.97613341752585,0.0102855168728216,0.922385291183853,-4.28544330291194
"42","GB45378",1082,697,740,919,948,2053,709,1061,406,769,705,1021,0.631718078794257,7.03075876094228,3.25378737924486,0.0059657412082156,0.922385291183853,-3.91213903150307
"43","GB45426",72,46,47,55,70,97,121,136,88,105,76,85,-0.494094811953243,3.58731608025271,-3.0083154488244,0.0096572717738113,0.922385291183853,-4.1137671277617
"44","GB45632",151,56,86,152,102,166,80,150,52,101,68,82,0.593356235607718,3.87950287830579,3.1628916248676,0.00713146218901035,0.922385291183853,-4.0221065549185
"45","GB45682",26,19,22,40,42,42,48,53,42,90,51,44,-0.61773592577423,2.61772628625497,-2.98194665689547,0.010169116910268,0.922385291183853,-4.2542615198042
"46","GB45714",422,174,136,264,317,416,199,110,106,250,279,209,0.750892820916681,5.05230410610011,3.51654558359141,0.00356244005881302,0.922385291183853,-3.7135106908706
"47","GB46225",1323,796,579,455,881,1103,679,788,277,521,576,460,0.841691368144088,6.61981568438942,3.44056988241872,0.00413455691142156,0.922385291183853,-3.79902274253144
"48","GB46227",5005,4482,3707,5538,3889,8562,4136,5582,3128,3081,3679,2977,0.652022105576776,9.34024018475422,3.04285590639633,0.00902520600637899,0.922385291183853,-4.19896292846687
"49","GB46229",651,481,540,725,497,842,556,615,140,337,216,423,1.06803151764476,6.10471692082862,3.75655305900412,0.00222892669669075,0.922385291183853,-3.64259198538031
"50","GB46252",41,20,31,48,59,69,81,62,59,100,51,78,-0.549512766681366,3.04175861561034,-2.85943569553685,0.012920826939188,0.922385291183853,-4.22704699904905
"51","GB46582",1202,470,531,1115,786,1487,627,726,352,711,922,638,0.606500878950689,6.80697873339828,3.56523404852579,0.00323848208648533,0.922385291183853,-3.78662013995278
"52","GB46817",5926,4610,3324,8059,5594,11426,3017,5346,1672,5540,3748,4470,0.910631910357674,9.47753677149013,3.67222914316608,0.00262726959725334,0.922385291183853,-4.09863404834156
"53","GB46925",230,146,210,272,373,324,409,373,407,669,453,433,-0.664391396255801,5.66161603426498,-3.81464130155159,0.00199072951809429,0.922385291183853,-3.60062846307524
"54","GB47041",396,242,283,281,249,533,250,267,128,253,263,297,0.612673910794864,5.37312042055515,3.45574233355429,0.00401334165211418,0.922385291183853,-3.70637264467927
"55","GB47235",71,42,28,50,65,79,77,91,75,90,108,84,-0.509661999332962,3.36960270379445,-3.26587724909418,0.00582576962009115,0.922385291183853,-4.09224681849605
"56","GB47420",71,23,46,62,66,87,131,86,89,123,79,79,-0.586302098531795,3.46612084567434,-3.31454385161735,0.00529479507800642,0.922385291183853,-4.06510309394845
"57","GB47461",70,34,37,47,46,57,98,66,74,96,64,61,-0.489732909249607,3.18417981030769,-2.86920590481673,0.0126768048367889,0.922385291183853,-4.20622042027867
"58","GB47934",841,624,518,729,738,986,562,692,372,628,717,744,0.476764753149141,6.64818635485827,3.1251877332549,0.00767927013520917,0.922385291183853,-3.90276918863169
"59","GB48175",9,5,3,10,10,6,18,16,11,13,11,25,-0.932190678710464,0.672010836604936,-3.21991460548371,0.00637607075771281,0.922385291183853,-4.3968862345622
"60","GB48387",25,14,20,27,23,49,12,20,9,10,18,15,1.04102800011256,1.49955195948465,4.24861395127378,0.000862747066146343,0.922385291183853,-4.23217401794925
"61","GB48465",107,31,47,62,84,102,132,116,109,135,101,80,-0.511429515709399,3.70372941436796,-3.05636162171273,0.00878936542692806,0.922385291183853,-4.08263345636055
"62","GB48492",955,224,642,728,646,593,271,385,141,497,397,315,1.09183300994439,6.0123002587199,4.16822727234176,0.001006018199144,0.922385291183853,-3.51122081528477
"63","GB48860",43,10,53,28,33,172,20,35,14,1,13,10,2.09222462797245,1.69497203220135,2.98858288063487,0.0100378291462731,0.922385291183853,-4.35336751525458
"64","GB48979",131,67,65,114,88,197,97,54,34,93,97,75,0.723763133635254,3.69120012979815,3.51630085172064,0.00356414848261157,0.922385291183853,-3.97458547423561
"65","GB49021",1011,771,565,1061,909,1681,580,899,376,1054,689,772,0.659402004313447,6.9387811599397,3.53540324785992,0.00343325353670237,0.922385291183853,-3.81573836803071
"66","GB49042",90,49,47,80,73,80,132,85,121,135,100,108,-0.532097877817955,3.73199057747205,-3.23384906090828,0.00620396246558138,0.922385291183853,-4.03279793745888
"67","GB49346",225,92,116,153,158,188,218,287,161,270,203,184,-0.34900078810409,4.76896731179747,-2.85111104373733,0.0131323811844609,0.922385291183853,-3.97391113380128
"68","GB49490",169,121,99,201,162,177,264,197,247,300,207,206,-0.455928570657516,4.83462892223481,-2.89631096416643,0.0120232998159778,0.922385291183853,-3.95262317058147
"69","GB49966",13,10,7,29,17,14,29,27,19,24,50,29,-0.848505160034069,1.61375242667904,-2.92018664265026,0.0114752006729765,0.922385291183853,-4.36079196839902
"70","GB50346",120,87,83,101,109,154,176,215,140,149,143,157,-0.427286534646022,4.31942160810459,-2.95604156255098,0.0106980495562719,0.922385291183853,-4.00259679873896
"71","GB50375",406,160,186,270,250,400,196,283,138,238,250,246,0.446769596537251,5.18814405982481,3.38717211126377,0.00459122396279842,0.922385291183853,-3.73777518269506
"72","GB50509",288,178,150,451,391,549,140,239,165,304,137,314,0.759331280290381,5.23456741510859,3.12317595383423,0.0077096490622555,0.922385291183853,-3.83644008228416
"73","GB50590",4971,3911,2719,4305,4120,11292,3301,4633,1374,3806,2714,3780,0.821722714432797,9.16486382859867,3.24025257729068,0.00612643515480772,0.922385291183853,-4.14599840993893
"74","GB50591",9728,6944,5967,7492,6810,18835,5822,8560,2561,6141,4875,6035,0.890004541105617,9.99860091752382,3.6423422168499,0.00278518673391312,0.922385291183853,-4.15260648528675
"75","GB50689",61,20,25,45,49,59,21,38,15,38,30,24,0.796284725497685,2.31666661532147,4.07414298861305,0.0012051262517958,0.922385291183853,-4.13367297549953
"76","GB50819",298,146,138,339,267,440,190,201,151,257,272,243,0.415794365915405,5.13479838164059,2.83691053438388,0.013501134353781,0.922385291183853,-3.94413161867058
"77","GB50985",639,262,311,607,288,509,335,289,218,356,448,328,0.539590588526353,5.7811480086104,3.00270232529093,0.00976404826920035,0.922385291183853,-3.87313274624273
"78","GB51041",67,30,38,67,66,88,101,83,85,181,88,84,-0.625339753833935,3.50410864058629,-3.38104368437786,0.00464677946658507,0.922385291183853,-4.04361491861056
"79","GB51354",187,113,106,245,162,328,135,123,86,219,150,146,0.538386788865527,4.56360707641093,3.11750436054669,0.00779593815955818,0.922385291183853,-3.90951147419114
"80","GB51380",8,3,3,5,14,10,18,12,8,26,15,19,-1.04959523510299,0.638020940213438,-3.54441157793543,0.00337322060877666,0.922385291183853,-4.37246912115348
"81","GB51440",987,421,421,766,606,1120,504,605,382,613,743,528,0.468073512808817,6.52698184864918,3.45677783085411,0.00400520053445235,0.922385291183853,-3.77874248309918
"82","GB51905",124,40,49,96,24,99,34,36,25,29,63,27,1.06416781258427,2.81104325370278,2.98321331512092,0.0101439275680489,0.922385291183853,-4.23154004454692
"83","GB52266",837,485,556,1277,814,1384,512,500,362,946,869,685,0.633854977790397,6.75463176106812,3.12293037568239,0.00771336559928522,0.922385291183853,-3.91709129680689
"84","GB52308",782,482,397,319,827,1652,447,280,202,277,394,418,1.15305787695885,6.1040508898086,4.27788297444777,0.000815940062751408,0.922385291183853,-3.49312307042374
"85","GB52317",22,86,91,474,63,23,948,299,123,672,1727,169,-2.60442968446497,4.73575512179567,-3.13975218456893,0.00746286304646316,0.922385291183853,-3.99683300681279
"86","GB52617",62,32,41,49,37,75,41,50,20,42,41,33,0.536555395322718,2.66976260298191,2.88983488642413,0.0121763588561562,0.922385291183853,-4.26242998843363
"87","GB52625",836,276,436,785,544,1114,413,584,315,567,571,470,0.519838587813838,6.34359376176382,3.21263584294789,0.00646786045245823,0.922385291183853,-3.8380848828068
"88","GB52798",55,29,33,37,54,59,73,71,46,98,56,69,-0.465767055425744,3.03590836768784,-2.99786473971048,0.00985700857126562,0.922385291183853,-4.19898987378709
"89","GB53119",90590,36820,41138,32537,64422,107397,26527,50454,12301,49389,43449,38962,0.954052794084648,12.6775380474217,2.92289275281733,0.0114146530305589,0.922385291183853,-4.39856806642605
"90","GB53271",85,54,53,83,76,106,126,127,111,99,105,114,-0.420888013743326,3.80121143920529,-2.97682227604161,0.0102716552070225,0.922385291183853,-4.0849121226788
"91","GB53503",748,345,329,590,411,656,315,323,246,601,533,409,0.536514357400809,6.04031935627888,2.99344194145246,0.00994276403746326,0.922385291183853,-3.89022684517881
"92","GB53524",22,12,23,52,33,113,13,14,7,25,26,24,1.18728111866498,1.84733777057767,2.89586847494654,0.0120336972952379,0.922385291183853,-4.34507888349778
"93","GB53625",924,825,834,1265,1107,2135,616,957,389,896,830,1131,0.764554851050411,7.12400021428629,3.4532822965659,0.00403274944421309,0.922385291183853,-3.86720971465174
"94","GB54541",360,328,539,914,1197,763,2345,757,3436,3655,665,2045,-1.32896479636557,7.30201390071105,-2.88916137000913,0.0121923867498175,0.922385291183853,-4.06163629796361
"95","GB54571",1548,608,704,1110,965,1513,784,979,661,944,1045,904,0.394889004478725,7.15779758119354,3.2489313893912,0.00602290411001638,0.922385291183853,-3.9307304597654
"96","GB54885",12,0,2,11,4,11,32,21,8,25,12,8,-1.58838209101399,0.371560846698468,-2.89160459100806,0.0121343433501271,0.922385291183853,-4.43877026745813
"97","GB55208",5432,6073,1537,4248,1814,7416,599,3333,814,641,4960,1267,1.66813178176974,8.42852600040286,2.84081381151734,0.0133987747131498,0.922385291183853,-4.175083101393
"98","GB55209",11565,11981,3585,5949,3547,8605,657,5625,1773,789,6752,2172,1.91506509342378,9.13619982921773,3.00085578810894,0.00979942901166127,0.922385291183853,-4.19699597962415
"99","GB55480",37,25,32,33,42,70,102,75,39,88,51,57,-0.616005957858328,2.9246635183245,-2.93501536330818,0.0111472593832562,0.922385291183853,-4.22657810992116
"100","GB55661",67,34,38,63,75,80,96,62,117,161,95,113,-0.651699437461753,3.54335966811977,-2.91476140801377,0.0115975419953548,0.922385291183853,-4.14560974055863
