"","ID","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"38","GB45741",12,30,7,13,75,23,4,9,8,7,15,7,1.41082730770349,0.969892937836517,2.62698276191593,0.0202702913199624,0.999460310890173,-4.43862170566552
"39","GB45822",156,85,103,158,112,95,68,102,81,77,72,144,0.537883588969225,3.93284700528189,2.93661603848334,0.0110973463712262,0.999460310890173,-4.08854856107706
"40","GB46289",45,49,11,54,47,59,19,112,58,96,120,281,-1.08159022527619,3.15345947568149,-2.36981823060303,0.0331593254211037,0.999460310890173,-4.33114390593718
"41","GB46693",111,40,59,80,70,58,47,121,92,131,75,160,-0.419226215717728,3.61185504871568,-2.41601572036928,0.0303758571621377,0.999460310890173,-4.27274910551751
"42","GB46725",35,8,14,45,24,28,17,43,30,115,45,97,-0.939129531727723,2.32137337335566,-2.56469264734318,0.0228560759332813,0.999460310890173,-4.36289206802313
"43","GB46772",1909,634,888,1104,1080,996,926,1669,1558,1340,1584,2268,-0.408470143233178,7.56831734468026,-2.67659422979298,0.0184158149004642,0.999460310890173,-4.15843045959767
"44","GB46978",196,108,104,146,115,124,47,93,178,121,85,145,0.433653784255724,4.12949429737698,2.37028564561037,0.0331299843056019,0.999460310890173,-4.22493200914944
"45","GB47279",745,253,333,941,415,685,365,920,1164,1220,840,1288,-0.674438284695566,6.67411460501759,-2.95338943574248,0.0107389109807472,0.999460310890173,-3.9848544090171
"46","GB47330",52,96,127,23,89,91,37,48,40,26,32,22,1.19907005532324,2.88349504489114,2.4901227266384,0.026371418553281,0.999460310890173,-4.32993990728986
"47","GB47468",138,67,89,90,84,115,69,150,197,215,145,212,-0.591874985168619,4.2007427592418,-4.078734254605,0.00119095524064834,0.999460310890173,-3.74723660805064
"48","GB47536",3,5,26,16,27,15,18,77,120,39,32,17,-1.56857593683693,1.74705108366646,-2.52363483628947,0.0247316135058586,0.999460310890173,-4.41128890773289
"49","GB47967",26,21,19,24,18,21,7,24,16,17,18,17,0.547064327394202,1.50500721094672,2.53172037386964,0.0243509128365507,0.999460310890173,-4.4185863703037
"50","GB47975",263,170,223,187,327,355,46,83,97,448,316,118,0.954344575803821,4.79243678700296,2.45691354648785,0.0280990681026236,0.999460310890173,-4.13538237068369
"51","GB48194",203,55,94,147,99,114,77,164,172,180,241,310,-0.530318830737154,4.40005871687762,-2.59607719299604,0.021515732675672,0.999460310890173,-4.12564872734827
"52","GB48209",53,35,52,38,47,44,28,36,36,48,33,24,0.559932786018989,2.56226194936957,2.46207010546847,0.0278238703127186,0.999460310890173,-4.35843973599213
"53","GB48359",59,31,48,44,45,55,26,44,46,49,32,38,0.411346556091135,2.68727794309471,2.50121468818791,0.0258174328696338,0.999460310890173,-4.34130390592666
"54","GB48442",9,5,8,20,7,4,4,34,19,19,30,36,-1.22854939238339,0.961255212297813,-3.01862305211355,0.00945042177538956,0.999460310890173,-4.40093308047438
"55","GB48443",50,7,13,72,31,24,13,78,40,109,97,227,-1.31558047199068,2.66909533172635,-2.55604696091217,0.0232392486823874,0.999460310890173,-4.33902571778746
"56","GB48773",15,10,12,14,20,6,11,28,26,18,20,29,-0.654317073751359,1.31470172211722,-2.41249184836256,0.0305800725712429,0.999460310890173,-4.44365605166789
"57","GB48924",672,284,290,379,371,372,228,241,421,373,296,292,0.466179921938224,5.6775718351072,2.62107265738888,0.0205029300513415,0.999460310890173,-4.03168993961246
"58","GB49102",103,42,58,62,59,72,33,56,59,50,65,64,0.409773661307885,3.15281321560704,2.5939870672736,0.0216025829319451,0.999460310890173,-4.28030156576853
"59","GB49224",57,54,49,107,176,77,49,30,38,27,68,70,1.00199961672055,3.15939612094524,2.73056913105531,0.0165855636612037,0.999460310890173,-4.25205968971306
"60","GB49328",152,68,107,104,105,109,55,180,190,168,169,210,-0.411983356165725,4.25179447280753,-2.72976580387183,0.0166114576762333,0.999460310890173,-4.10017338786909
"61","GB49385",43,50,63,55,59,121,51,36,17,35,27,17,1.30871798011388,2.6754950776504,3.32758042729349,0.00515139806471167,0.999460310890173,-4.20412733090023
"62","GB49387",37,12,36,29,40,20,22,27,20,12,10,13,0.916935335285005,1.70003563378252,2.67269032319756,0.0185555601101838,0.999460310890173,-4.38930979677029
"63","GB49774",252,117,64,192,277,241,102,101,86,139,140,139,0.754735385163448,4.41558267697294,2.74998062898077,0.0159717008335096,0.999460310890173,-4.06996814506938
"64","GB49790",78,66,92,98,109,120,79,75,62,72,63,79,0.535687311033326,3.62713489597711,2.51479157310141,0.025154547400564,0.999460310890173,-4.24490343803782
"65","GB49796",664,374,399,323,622,876,72,141,93,984,504,197,1.36412733440365,5.64311223928025,2.73704984645831,0.0163781027416528,0.999460310890173,-4.00810472367262
"66","GB49912",18,15,25,25,33,49,2,3,8,65,24,7,1.48743407092087,1.2759810541782,2.56622909292617,0.0227886223715386,0.999460310890173,-4.43033766113308
"67","GB50100",21,12,26,22,18,20,7,11,9,13,20,12,0.878085541958731,1.21896940062232,3.4667371605619,0.00391968454352055,0.999460310890173,-4.33696691702656
"68","GB50137",210,70,105,164,120,136,118,296,305,174,139,372,-0.60343134956659,4.64582797182454,-2.79587365865098,0.0146073194236619,0.999460310890173,-4.03045211757501
"69","GB50699",363,157,245,205,318,258,136,239,211,284,234,206,0.366115320056804,5.1274750290898,2.56575805637063,0.0228092815326831,0.999460310890173,-4.06059060769101
"70","GB50779",261,171,238,289,323,255,187,281,191,201,205,252,0.374025297347877,5.14879701073063,2.35546056217645,0.0340727296182588,0.999460310890173,-4.14114362364532
"71","GB51043",59,30,53,100,37,89,26,107,120,150,94,149,-0.673164220676478,3.47296932016319,-2.41948326682594,0.0301761770378802,0.999460310890173,-4.2877405910955
"72","GB51261",124,46,54,53,49,40,46,159,197,137,99,109,-0.891554453738029,3.60925463449986,-3.38084085170657,0.00463965405610004,0.999460310890173,-4.04689448961445
"73","GB51478",38,14,35,57,37,37,26,77,44,98,58,81,-0.660677339712925,2.76955185429364,-2.8045242285338,0.0143632311651166,0.999460310890173,-4.28004648363755
"74","GB51530",51,29,32,48,47,49,24,111,60,95,56,109,-0.59509069674287,3.0194634559766,-2.85830905497622,0.0129328826425319,0.999460310890173,-4.24159689236033
"75","GB51649",222,90,140,136,200,143,84,150,129,179,123,157,0.309873548136692,4.42165300765979,2.35941128108709,0.0338190368558224,0.999460310890173,-4.19524369976355
"76","GB51840",56,165,288,439,474,678,30,68,42,458,258,33,1.81652279962917,4.51121563638882,2.41544175616277,0.0304090305606091,0.999460310890173,-4.20125244005192
"77","GB51850",17,6,12,9,12,9,6,20,25,22,16,21,-0.569521653550634,1.05352302973578,-2.43066333658395,0.0295408689274913,0.999460310890173,-4.45354887654519
"78","GB51903",60,11,20,32,30,24,21,43,43,71,48,55,-0.585717225472508,2.38085009704643,-2.51463307004674,0.0251621909903246,0.999460310890173,-4.36461140494957
"79","GB52052",624,392,205,968,583,446,469,724,649,1267,1034,1307,-0.681020529247416,6.60224699618582,-2.44501155203686,0.0287442433660083,0.999460310890173,-4.15145871301264
"80","GB52238",74,36,36,92,61,81,44,85,88,169,84,129,-0.498120713836145,3.49512663512791,-2.39725021327877,0.0314785365924869,0.999460310890173,-4.29022411369201
"81","GB52316",2409,995,1228,1656,1472,1481,959,1282,1072,1552,1009,1383,0.426548876732575,7.65457549565787,2.66837801251272,0.0187111226240246,0.999460310890173,-4.16816995344566
"82","GB52377",16,6,11,11,13,14,4,14,6,2,11,3,1.18779140853067,0.343506176233609,2.87932452545033,0.012412834957116,0.999460310890173,-4.44295627234596
"83","GB52610",44,18,22,33,18,14,14,14,19,14,13,23,0.683369143208737,1.56795351520093,2.37022199413051,0.0331339784572477,0.999460310890173,-4.43562044085687
"84","GB52626",18,9,5,3,7,8,16,15,23,13,13,20,-0.952403823449709,0.789590360598335,-2.61953272074698,0.020563969893671,0.999460310890173,-4.44757579418379
"85","GB52642",1779,1025,1374,1750,1254,2054,1007,2551,2085,2820,2055,3595,-0.394588905106898,8.10249944182682,-2.4715286194118,0.0273257815452161,0.999460310890173,-4.25462257438224
"86","GB52659",139,65,80,89,103,117,44,96,86,111,96,94,0.319151082670859,3.77806300918969,2.48312703236616,0.0267266663916676,0.999460310890173,-4.23392794572911
"87","GB52996",24,11,6,18,14,17,23,53,32,24,27,46,-1.03671645099436,1.71876150800464,-3.73461471956261,0.00232055772538856,0.999460310890173,-4.26599619409697
"88","GB53313",23,8,20,15,5,11,13,44,21,44,27,44,-1.14203080263621,1.55521358550853,-3.38438190124137,0.00460749832421033,0.999460310890173,-4.31930992683397
"89","GB53355",16,4,13,8,6,4,10,15,17,13,18,18,-0.799181808746409,0.742723528959641,-2.53631974751931,0.0241368792878411,0.999460310890173,-4.45713219891313
"90","GB53370",37,68,23,35,58,26,10,16,13,29,6,26,1.43117094379839,1.87234428044482,3.60967182216091,0.00296212931961218,0.999460310890173,-4.26450337855928
"91","GB53471",45,21,15,43,30,19,30,52,69,47,37,65,-0.692485206367733,2.45661809717201,-2.91842513019531,0.0114994144186958,0.999460310890173,-4.29271294731918
"92","GB54281",721,544,520,1086,1043,768,529,680,592,515,501,728,0.478498099179379,6.65003111583766,2.40183634587748,0.0312055792557901,0.999460310890173,-4.16714767435094
"93","GB54395",525,264,189,429,458,408,143,196,301,290,373,374,0.56766513852104,5.54531282606659,2.90370228502802,0.0118353099506969,0.999460310890173,-3.9229141696837
"94","GB54770",18,14,10,11,14,12,5,10,12,7,7,8,0.812017102026085,0.684838114028207,3.23846386161052,0.00613731525982069,0.999460310890173,-4.39561458862938
"95","GB55263",3345,978,1463,1949,1874,1501,1504,4209,2142,2827,3983,6039,-0.719875195781318,8.45766602544562,-3.1552338006404,0.00722769855452753,0.999460310890173,-4.121427407096
"96","GB55327",163,84,97,146,136,155,77,95,61,156,112,135,0.487068378792761,4.10397627827842,2.55616507358995,0.0232339724777013,0.999460310890173,-4.17132956619936
"97","GB55331",6,7,13,17,5,4,6,21,18,30,18,26,-1.12862892244698,0.888431969112547,-3.05869314672965,0.00873610813490941,0.999460310890173,-4.4010857186659
"98","GB55369",1530,863,1101,941,1218,1090,637,737,1066,1321,974,849,0.416333953357178,7.24366923126899,2.39316972975786,0.031723310455592,0.999460310890173,-4.2162264938461
"99","GB55485",175,83,88,150,156,113,78,240,264,247,185,272,-0.576878431948581,4.5684326258382,-3.84566006447602,0.00186939880942883,0.999460310890173,-3.71701036242876
"100","GB55969",152,91,158,140,160,149,72,155,93,160,122,129,0.380893023355684,4.28208908303711,2.47926242014444,0.0269248792206893,0.999460310890173,-4.17201639625018
