"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"58","GB46914",555,1576,788,805,500,671,1395,1041,588,711,817,1368,-0.864816088967668,6.81763567911084,-3.39900825894418,0.0044499743192885,0.790195119998394,-2.12279480377231
"59","GB47767",11,183,11,57,19,15,67,184,42,40,105,56,-1.84088423234561,2.56190597795682,-3.35574409434085,0.00484555226055287,0.790195119998394,-2.52548852302619
"60","GB47962",15,202,50,59,7,42,94,130,83,43,106,53,-1.4236651574078,2.88120577489839,-3.32514066860287,0.00514650110997435,0.790195119998394,-2.47254559376659
"61","GB50822",1,124,6,161,12,41,151,224,163,95,198,38,-2.88318038000992,2.80666703611724,-3.45596764950938,0.00397820787405432,0.790195119998394,-2.40674671322976
"62","GB52773",16,244,29,38,24,37,160,104,52,35,87,89,-1.47656150501269,2.91667186179369,-3.38216220112761,0.00459999525677096,0.790195119998394,-2.39982723259394
"63","GB55604",124,197,82,142,55,154,172,275,78,90,136,182,-0.814009875868474,4.10868989838824,-3.32956321564556,0.00510187870357357,0.790195119998394,-2.20500060234417
"64","GB43276",92,3697,1030,748,204,771,2375,2345,1275,1097,1100,1117,-1.92705516054845,6.95507867463186,-3.28747188793487,0.00554277010518967,0.809149323343164,-2.2845610515098
"65","GB43563",19,84,23,37,11,23,42,66,32,18,36,38,-0.91423717840387,2.07476307933325,-3.29344869267,0.00547791415611136,0.809149323343164,-2.69776858830614
"66","GB43606",9,74,20,15,13,14,44,55,22,19,50,22,-1.30421555783874,1.7321161112389,-3.28152641473337,0.00560804848081018,0.809149323343164,-2.79699220786621
"67","GB49131",19,260,35,64,45,32,107,175,103,69,106,67,-1.43512594907598,3.25211360198037,-3.30353080512457,0.00537022730739817,0.809149323343164,-2.40911583004246
"68","GB42278",30,61,22,36,19,24,62,47,33,16,45,32,-0.827062923234212,2.1522948761834,-3.22531454569256,0.00626450796634185,0.844037213299192,-2.74414346709705
"69","GB45423",17,77,18,29,6,22,37,52,27,18,38,33,-1.03247699036175,1.84606341393535,-3.24809674438292,0.00598966955395313,0.844037213299192,-2.79764705798831
"70","GB48162",226,1121,380,540,216,336,653,899,382,258,614,354,-0.837576398463153,5.87038767711141,-3.2393931591742,0.00609321605837558,0.844037213299192,-2.26641030141864
"71","GB48574",351,633,472,634,263,457,308,376,179,106,159,319,0.492393345934913,5.39324950546906,3.22025133568191,0.00632727966532755,0.844037213299192,-2.29049398679633
"72","GB51198",14,447,100,238,67,125,313,351,149,200,181,386,-1.66959313819457,4.43137545141571,-3.21723755201775,0.00636494106453031,0.844037213299192,-2.33928350577266
"73","GB51774",30,320,73,145,40,75,219,297,140,64,182,71,-1.23161629502418,3.85216934709431,-3.18944507904563,0.00672296114865395,0.844037213299192,-2.43110086567122
"74","GB52702",545,931,1081,1589,396,825,718,654,235,174,280,445,0.61743198026557,6.19045284503444,3.20934810936679,0.00646459335699793,0.844037213299192,-2.33178054879317
"75","GB54654",90,166,126,147,48,113,184,125,114,58,94,109,-0.505567866245463,3.85292334593041,-3.19419462004584,0.00666038537107247,0.844037213299192,-2.41515792300675
"76","GB55268",92,406,118,166,28,92,239,232,121,70,183,189,-0.954044531636204,4.16184335742229,-3.19518155024234,0.0066474555054562,0.844037213299192,-2.37722170463537
"77","GB55416",21,262,47,65,67,60,142,177,111,113,155,72,-1.40470608196632,3.58101905661045,-3.20877200710137,0.00647193085916463,0.844037213299192,-2.45580828002209
"78","GB40412",6,63,27,33,7,13,48,61,39,20,32,15,-1.27131795166494,1.71457391062331,-3.16839115995142,0.00700748106360396,0.856275313039914,-2.90393586956296
"79","GB41708",1547,7561,1474,514,261,168,208,236,29,73,53,320,2.35050084953223,5.36452199135783,3.16271845410864,0.00708617203301884,0.856275313039914,-2.44108210939577
"80","GB56032",0,74,11,27,6,9,58,65,20,19,72,22,-2.36565252171995,1.32393107080412,-3.16407003345715,0.0070673436165688,0.856275313039914,-3.01764732294099
"81","GB49386",242,226,243,129,76,260,198,87,17,12,24,77,1.36987740565131,3.57639274116836,3.14178653345898,0.00738422587329407,0.881275450828812,-2.57412406583643
"82","GB40145",177,1039,331,424,213,226,574,714,315,256,529,326,-0.918146032470343,5.64201636729402,-3.09781409072022,0.00805158453898908,0.905054276027994,-2.45411563007845
"83","GB48270",36,216,33,34,19,17,121,115,55,21,85,60,-1.33892594121616,2.7556263226633,-3.10244676095623,0.00797854089653273,0.905054276027994,-2.7392670534248
"84","GB52956",96,449,153,104,70,81,314,273,203,76,266,114,-1.08735062683696,4.35619672428545,-3.11168384408614,0.00783485833027136,0.905054276027994,-2.46910647681411
"85","GB53341",1380,1985,2101,2222,1154,1149,1360,1302,600,377,643,767,0.567880286304197,7.21155410128008,3.10948430519714,0.00786883712512022,0.905054276027994,-2.53210202954787
"86","GB53665",17,66,40,20,22,20,66,51,32,14,30,42,-0.949033908103037,2.07415365854273,-3.09818685597408,0.00804568263141611,0.905054276027994,-2.88647686636391
"87","GB40923",32,164,51,74,40,59,121,110,66,37,98,60,-0.844994100249278,3.18821591195017,-3.07960756342468,0.00834513750407173,0.906431957886084,-2.67377115169233
"88","GB42541",34,116,23,37,39,19,109,73,55,28,81,38,-1.20443851300211,2.6465660322999,-3.08658021298741,0.00823147926497251,0.906431957886084,-2.77748273586647
"89","GB54267",29,113,38,44,18,37,82,82,41,26,88,36,-0.924125819364872,2.63160244040657,-3.0849339130211,0.00825817556271882,0.906431957886084,-2.78077500908955
"90","GB43227",30,90,28,31,2,19,95,56,50,26,43,24,-1.38132407412757,2.07380732007211,-3.06276348091906,0.00862617107064756,0.916936865982351,-2.92601160665779
"91","GB48960",60,152,81,96,34,88,158,121,87,147,124,66,-0.938447209355761,3.64910611021302,-3.06244605294993,0.00863155630540954,0.916936865982351,-2.61724900702583
"92","GB51002",526,1753,847,1054,276,882,958,1265,738,445,623,873,-0.590159824930579,6.68927463319802,-3.05420342921169,0.00877256731842832,0.921787046383114,-2.5625316068221
"93","GB43293",51,1057,271,423,79,112,721,891,472,233,596,149,-1.61856159232118,5.27980169156094,-3.00186919315189,0.00972265906961868,0.926986733141529,-2.59140957880768
"94","GB45139",25,154,35,104,39,31,107,152,84,48,219,44,-1.3273068078076,3.21114397593536,-3.00891937103176,0.0095889633295637,0.926986733141529,-2.75868681243739
"95","GB49853",16,472,97,60,20,42,270,220,163,55,200,64,-1.6615210367386,3.59069003586939,-3.02873901481601,0.00922278141422875,0.926986733141529,-2.68274561573483
"96","GB50651",98,878,221,158,153,239,477,392,285,217,356,279,-1.10949306595396,5.1587689362024,-3.01135482638705,0.00954320259405247,0.926986733141529,-2.57190070877868
"97","GB51247",1315,2163,2663,2092,848,1221,1358,1004,494,393,486,1027,0.631708538127351,7.15928438458698,2.99419024717724,0.00987037626450226,0.926986733141529,-2.67587110275534
"98","GB51850",7,17,15,14,4,12,17,20,14,8,12,9,-0.758491027924058,0.681867163959948,-3.01587580044687,0.00945882828851191,0.926986733141529,-3.25024989072863
"99","GB53336",15,115,32,35,10,18,57,78,51,27,60,22,-1.17378082295429,2.23289414533059,-2.99247934615812,0.00990358931266177,0.926986733141529,-2.96050108286208
"100","GB53506",1135,1401,1002,1193,835,782,1569,1684,1053,724,1052,1040,-0.652655831565791,7.18713066015725,-3.00649717884893,0.00963469014076048,0.926986733141529,-2.65953719897547
