"","ID","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"52","GB48777",40,25,35,49,33,37,29,57,45,51,65,45,-0.502250538083425,2.65716583791701,-2.87717165068183,0.0124697660166509,0.999247799056014,-4.27151095303222
"53","GB48785",8,5,7,6,11,7,7,14,12,11,11,10,-0.644995533415617,0.480741968407677,-2.71683336732345,0.0170392101494811,0.999247799056014,-4.45009746342596
"54","GB49258",13,9,7,9,5,7,15,18,12,7,36,12,-0.965368778975818,0.78400747742871,-2.65167008700291,0.0193316736307588,0.999247799056014,-4.44271207119535
"55","GB49290",111,58,102,73,69,110,46,57,69,29,42,85,0.629801953579657,3.3338995259423,2.81389141244326,0.0141083558823451,0.999247799056014,-4.20558686476347
"56","GB49344",158,98,171,187,136,208,101,221,238,219,239,196,-0.429466243198382,4.7242174195815,-3.32708488196709,0.00515917250290043,0.999247799056014,-3.82382418374515
"57","GB49369",102,52,63,151,134,143,63,226,150,116,177,150,-0.571684132138381,4.15109694968491,-2.7215754229193,0.0168831269363511,0.999247799056014,-4.10999459680023
"58","GB49442",38,30,15,50,34,12,38,63,64,180,121,37,-1.53072297105837,2.73454618350119,-3.15064289044455,0.00729657779875445,0.999247799056014,-4.22306688349068
"59","GB49490",169,99,207,206,162,177,121,264,197,247,300,201,-0.465716794473263,4.83462892223481,-3.00831552746838,0.00964734259634148,0.999247799056014,-3.91824516923022
"60","GB49544",1484,644,1173,1439,2021,1786,477,1028,527,418,875,1583,0.773695717529842,7.22804988429436,2.84013999906854,0.013404496980966,0.999247799056014,-4.07368740612627
"61","GB49730",27,16,28,50,35,70,21,65,49,62,60,76,-0.691975516080562,2.68110756023645,-2.65123306921993,0.0193480165229288,0.999247799056014,-4.3108406706127
"62","GB49759",29118,9984,19871,22434,21506,17938,5366,10817,13798,8625,19585,12177,0.733406261649161,11.096097630912,3.5147706832557,0.00356944554084024,0.999247799056014,-4.25562167991607
"63","GB49878",531,385,2344,1204,1396,569,429,113,876,39,120,355,2.05729107823683,6.00417118056622,2.95401615974272,0.0107299929961612,0.999247799056014,-3.97467222157046
"64","GB50005",31,35,21,65,43,75,28,72,80,199,126,84,-1.1351160394105,3.16432951200807,-2.93838250953702,0.011063372560499,0.999247799056014,-4.2029880860206
"65","GB50201",34,13,34,24,28,39,18,47,46,40,62,28,-0.551641953237129,2.29303052409516,-2.75020502148097,0.0159699911883708,0.999247799056014,-4.32830862800924
"66","GB50444",141,26,68,68,42,36,17,19,17,14,50,24,1.24673915352032,2.3898988427722,3.32156571889096,0.00521541281061801,0.999247799056014,-4.23804791935257
"67","GB50478",14,24,59,20,21,36,29,4,6,7,6,12,1.54782409498708,1.22345011445052,2.92287327031282,0.0114041884761559,0.999247799056014,-4.39381981604084
"68","GB50479",88,120,281,75,71,140,180,23,16,19,33,31,1.782406814172,3.23415457547054,3.14639096279064,0.00735776146304135,0.999247799056014,-4.16236994603874
"69","GB50537",714,185,386,488,329,323,128,256,273,102,412,253,0.688181624438203,5.41981896700263,2.82302238201991,0.0138594917045116,0.999247799056014,-3.95894849451952
"70","GB50538",371,387,1149,350,352,826,395,133,167,112,148,258,1.45024858054541,5.53017565050262,3.52345337601345,0.00350921362946358,0.999247799056014,-3.74159131470754
"71","GB50609",3351,2111,1693,4644,1868,3884,1426,1407,1916,627,1155,1848,0.935237096212943,8.16252773891231,2.94492422808397,0.0109226482513335,0.999247799056014,-4.13188005824603
"72","GB50678",190,106,165,165,172,182,79,136,147,110,123,128,0.348663137597413,4.39000829896464,3.08991448038678,0.00822053473169898,0.999247799056014,-3.95702849044467
"73","GB50687",120,43,109,72,94,114,30,50,74,30,85,80,0.603350004778256,3.37797137046157,3.0158761060827,0.00950542810949244,0.999247799056014,-4.15412007562563
"74","GB50924",355,167,225,310,347,530,192,480,422,287,613,440,-0.423920345010249,5.68471184009103,-2.69915031483013,0.0176337335573325,0.999247799056014,-3.99840490194838
"75","GB51211",32,47,103,35,30,71,47,19,8,19,11,25,1.34284468558499,2.19051946151873,2.71562872203179,0.0170790841144862,0.999247799056014,-4.3483302584541
"76","GB51740",70,49,99,107,82,113,55,145,101,161,245,108,-0.671959006126796,3.94698343768589,-2.83875961802764,0.013440638379113,0.999247799056014,-4.10822708691827
"77","GB52251",224,170,253,174,237,305,123,495,461,301,286,330,-0.567616544988137,5.30485012323189,-2.9376293861478,0.0110796879731593,0.999247799056014,-3.91069542731228
"78","GB52308",782,397,394,418,827,1652,482,447,280,202,277,319,0.900704411350089,6.1040508898086,2.66457629179527,0.0188550250599095,0.999247799056014,-4.03985019171638
"79","GB52489",689,92,371,809,890,454,35,147,73,87,892,166,1.56407023384845,5.19232064873027,2.69412454430129,0.0178063595739143,0.999247799056014,-4.05618634157952
"80","GB52510",111,60,100,102,126,146,76,171,146,120,159,121,-0.394238569545468,4.13278553783916,-3.30070007782689,0.0054336431175209,0.999247799056014,-3.94161844257082
"81","GB52761",39,33,66,41,49,81,21,36,24,12,30,43,0.82368110933604,2.44688916173859,3.1519062507717,0.00727849633176557,0.999247799056014,-4.2523071707925
"82","GB53062",860,342,654,537,502,806,276,313,395,230,616,604,0.536836973438963,6.16209160977572,2.71212089727164,0.017195712257234,0.999247799056014,-4.01853290825723
"83","GB53163",184,67,87,111,119,139,46,69,64,52,102,79,0.665792323825706,3.71611538554752,3.92814548877175,0.00159418728042212,0.999247799056014,-3.8924320600687
"84","GB53229",123,79,141,113,140,130,57,80,74,65,115,114,0.445883311204329,3.90423314121167,2.75828437295483,0.0157211444016418,0.999247799056014,-4.13681786987621
"85","GB53319",125,84,107,111,104,241,53,78,78,44,134,101,0.565298786155927,3.86867096881148,2.70818297418395,0.0173275648029426,0.999247799056014,-4.15748259688996
"86","GB53414",57,32,98,50,144,56,23,34,36,28,38,44,0.856892429158108,2.82563590370371,2.81287250521755,0.0141363963060551,0.999247799056014,-4.26822480250872
"87","GB53933",216,191,179,161,236,273,173,264,279,236,297,299,-0.41352131575208,5.11843995194544,-2.70457495567621,0.0174492353209765,0.999247799056014,-4.00539493625075
"88","GB53936",38,34,61,53,55,64,31,86,61,69,116,67,-0.556097969298144,3.13461318850642,-2.74840679961482,0.0160258981433846,0.999247799056014,-4.24359399163715
"89","GB54177",33,5,15,15,15,25,3,9,8,4,21,10,0.894455706100038,0.793987059840636,2.66078683978262,0.0189937797530386,0.999247799056014,-4.44178994999602
"90","GB54231",21,16,21,22,19,14,28,42,32,28,24,28,-0.763675259680218,1.86777964625362,-2.95990996019091,0.0106069009664236,0.999247799056014,-4.33575941597204
"91","GB54395",525,264,458,408,373,374,143,196,301,189,290,429,0.600194464043823,5.54531282606659,3.17136875537239,0.00700551904170496,0.999247799056014,-3.82568010906973
"92","GB54422",16,6,5,7,12,17,8,18,23,18,21,13,-0.817835729906171,0.955205259975186,-2.94648887002307,0.0108892525075991,0.999247799056014,-4.40425841828096
"93","GB54595",36,24,49,34,43,78,27,116,145,69,71,64,-0.929584090453538,3.06137481423262,-3.49069535485357,0.00374196867301901,0.999247799056014,-4.10931983670758
"94","GB54908",79,35,33,61,22,40,7,36,23,12,27,7,1.23456662294777,1.96853371292168,3.25439814120941,0.00595112509415109,0.999247799056014,-4.29356767833798
"95","GB54926",30,23,43,33,32,46,24,75,63,36,87,32,-0.628901951084508,2.61642878615188,-2.78627887115061,0.014887869859429,0.999247799056014,-4.2921857518468
"96","GB55246",12,4,11,9,11,7,9,16,10,16,26,13,-0.78790624003789,0.796968460352902,-2.81047156061957,0.0142026866511092,0.999247799056014,-4.42642464017048
"97","GB55569",97,38,80,76,78,107,52,130,114,100,141,81,-0.46018810424228,3.71392381204112,-3.21381836599595,0.00644502276588762,0.999247799056014,-4.04852222497657
"98","GB55603",37,24,41,29,19,29,16,19,15,15,20,19,0.644074877492284,1.79053805385037,2.68735706928814,0.0180414101866362,0.999247799056014,-4.37862361477986
"99","GB55846",54,41,131,80,82,30,25,23,38,15,35,26,1.12051283363842,2.622653414527,2.82558082290534,0.0137905367525155,0.999247799056014,-4.29009194700823
"100","GB55921",88,175,201,160,88,225,61,65,76,40,71,71,1.09790711272448,3.86813022213106,3.4460865242995,0.00408416762888046,0.999247799056014,-3.97877401647512
