"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"20","GB41182",32,85,206,149,199,223,214,959,723,202,841,611,-1.94049278802366,4.81692814779492,-3.9991073991871,0.00142267819292115,0.1838367863668,-0.841297004736349
"21","GB41297",47,77,246,139,275,233,255,1369,775,216,835,775,-1.97458388666949,5.01566201427848,-4.06810988726414,0.00124657568240284,0.1838367863668,-0.723369187197155
"22","GB41441",1729,2060,2433,1451,1582,1299,2211,3235,2627,2095,2448,2570,-0.48725519113023,7.87144669510929,-4.15868639372679,0.00104874586682152,0.1838367863668,-0.609205516083311
"23","GB41610",36,62,77,51,75,73,97,182,147,87,142,108,-0.982268066528434,3.28895491500014,-4.89421235619479,0.000266307327301317,0.1838367863668,0.464783474088442
"24","GB41777",302,1338,1472,517,1404,1219,2312,4385,2637,1569,2767,4188,-1.57570043288707,7.4846568130964,-4.04691635886821,0.00129815242621247,0.1838367863668,-0.776953811295942
"25","GB41898",20,55,93,49,113,77,97,416,216,140,218,148,-1.58514714482098,3.56989721021752,-4.23813239482505,0.000901828493142804,0.1838367863668,-0.499326364684343
"26","GB42077",300,487,721,581,413,411,344,453,361,273,299,313,0.532320249989358,5.48338982068486,4.52161158475348,0.00052914312609896,0.1838367863668,0.0501435541831832
"27","GB42183",565,553,944,503,493,439,644,1172,1254,612,770,1017,-0.574619499255868,6.31007938585364,-4.07840690762525,0.00122227923187269,0.1838367863668,-0.70408809233767
"28","GB42233",31,51,66,48,79,94,149,253,166,155,320,96,-1.55296056591821,3.51672041624271,-4.44039437574451,0.000615917509782871,0.1838367863668,-0.189734220599317
"29","GB42249",422,500,453,350,536,414,717,1353,806,744,919,541,-0.818374662122133,6.08011130158987,-4.11613753681895,0.00113732231961,0.1838367863668,-0.639367405281609
"30","GB42261",632,703,768,1152,702,610,473,680,418,469,451,452,0.685483545686756,6.08099912577457,4.26280822248451,0.000860638687710992,0.1838367863668,-0.389239752207363
"31","GB42594",233,535,537,890,244,391,228,148,134,208,278,122,1.34322871116149,4.95424948543582,4.0502291418351,0.00128994851100917,0.1838367863668,-0.752249842200613
"32","GB42817",675,899,1323,924,646,689,675,884,584,509,512,717,0.444221420515945,6.356838444518,4.46415935278097,0.000589103436837701,0.1838367863668,-0.0540401637320711
"33","GB42868",16,10,18,9,18,9,36,42,21,32,33,28,-1.20675123269517,1.20985117686655,-4.5221876102955,0.000528574959200581,0.1838367863668,-0.644621794586677
"34","GB42922",217,245,325,210,186,210,267,395,355,249,278,363,-0.39742337557692,4.91701154594396,-4.25028827358206,0.000881289988187473,0.1838367863668,-0.410042573187076
"35","GB44163",73,103,222,163,276,275,277,770,677,345,669,489,-1.56655837889091,5.02880373554572,-4.54140648618986,0.000509975209031552,0.1838367863668,0.0724301292035108
"36","GB44218",111,161,214,102,142,112,195,381,215,151,173,230,-0.603923010363925,4.26815116052878,-4.21850425517391,0.000936036662287634,0.1838367863668,-0.473247961674015
"37","GB44567",50,89,104,77,66,67,83,177,152,109,127,106,-0.660500867337941,3.42411812005591,-4.04464819400066,0.00130380020205685,0.1838367863668,-0.807702207277044
"38","GB44697",13,24,48,28,55,52,68,117,122,70,127,72,-1.43610626695313,2.64633133243275,-4.46126180548142,0.000592307206948628,0.1838367863668,-0.313292072082581
"39","GB44849",257,132,161,97,188,151,253,524,368,245,592,298,-1.16423164055699,4.74504212329105,-3.98183887401861,0.00147060583428997,0.1838367863668,-0.869355107475947
"40","GB44917",32,67,64,50,65,65,82,160,133,84,156,101,-0.997838204209807,3.18042196162753,-4.50537624315267,0.000545419177611743,0.1838367863668,-0.129951607684776
"41","GB45235",178,173,282,136,174,211,357,465,318,236,429,283,-0.801895426359716,4.83199574331715,-4.51472039256147,0.000535989433361344,0.1838367863668,0.0325951889705784
"42","GB45406",73,78,121,71,73,66,93,360,158,108,154,216,-1.01352736573533,3.68284764029489,-4.27923275475561,0.000834299188077055,0.1838367863668,-0.412999901528016
"43","GB45512",14,37,161,59,101,113,118,793,476,138,431,506,-2.34097437856109,4.02477876687663,-4.14855758192569,0.00106916835582121,0.1838367863668,-0.62555957130466
"44","GB46036",238,326,409,299,206,245,264,278,215,179,174,220,0.418800996086388,4.80351390054956,4.2040641923598,0.000962052252755501,0.1838367863668,-0.489093513058934
"45","GB46145",853,1468,1991,1256,2888,2789,4346,7759,4799,3590,8158,3256,-1.46852204895377,8.36526978013042,-4.01177523956798,0.00138853773442863,0.1838367863668,-0.871226181548221
"46","GB46151",24,27,40,26,18,19,35,65,68,29,34,49,-0.772674818118936,1.92336129037889,-4.26892916916208,0.000850724144605159,0.1838367863668,-0.73982568101391
"47","GB46922",356,1109,982,781,406,541,374,535,349,382,305,418,0.761565966687639,5.80982101181241,4.00870692137689,0.00139672931197566,0.1838367863668,-0.824865299390906
"48","GB47042",595,505,580,545,223,479,173,258,208,246,336,278,1.00207923697373,5.25164167904745,4.08248116529461,0.00121280024123791,0.1838367863668,-0.697444897479707
"49","GB47379",99,117,193,134,280,269,200,1416,620,366,882,1002,-1.84392787981365,5.18933956287621,-4.30605429366697,0.000793055631992582,0.1838367863668,-0.320190638014363
"50","GB47455",871,1009,1246,1333,1382,868,689,801,759,601,797,545,0.728059964080514,6.61957327611667,4.21318373483035,0.000945537099830164,0.1838367863668,-0.47852584100358
"51","GB47840",320,213,361,372,365,206,230,152,131,151,173,109,1.03325254449761,4.59348505320679,4.21034402079324,0.000950648252433814,0.1838367863668,-0.481362343583667
"52","GB47933",2090,2450,3488,3907,2647,2052,2315,1605,1767,1311,1627,1438,0.75727913418593,7.89263433192659,4.16260483764765,0.00104095299490447,0.1838367863668,-0.60412105960244
"53","GB48472",155,93,325,204,332,374,416,900,573,501,1105,717,-1.5512225528474,5.43699258658313,-4.19514850705334,0.000978484804755378,0.1838367863668,-0.504780083112795
"54","GB48842",7,18,94,161,217,46,258,1385,448,327,386,1100,-3.26284614979985,4.23755962230824,-4.92839271937639,0.000250267819599722,0.1838367863668,0.547410485485764
"55","GB49017",436,689,568,475,161,496,120,273,117,245,172,219,1.3236694327049,4.98228572274726,4.31301241738482,0.00078270291589327,0.1838367863668,-0.305448417399308
"56","GB49223",506,747,1218,702,1847,1958,3264,5124,3578,2884,5981,2070,-1.72931514877211,7.75846171306102,-4.13520050413772,0.00109672552646315,0.1838367863668,-0.644309321535626
"57","GB49227",38,102,120,77,162,156,188,398,262,247,386,212,-1.41557468585873,4.20828894008567,-4.46981399418315,0.000582902603017776,0.1838367863668,-0.0734762736029282
"58","GB49545",101,67,106,67,93,90,137,220,196,117,111,198,-0.852076726209833,3.71975423609045,-4.74403989022342,0.000350489821437043,0.1838367863668,0.321394716571978
"59","GB49969",210,270,361,143,184,234,356,485,366,234,343,424,-0.624123272690173,5.00222841072706,-4.03347024466254,0.00133200326490969,0.1838367863668,-0.781743655920796
"60","GB50064",209,566,1275,699,1730,1627,2348,5490,4054,2656,5573,3083,-2.09265918579884,7.60705671770939,-3.99304019905951,0.00143933255221617,0.1838367863668,-0.870763040237176
"61","GB50207",325,317,343,161,250,272,493,704,440,409,396,530,-0.793096672277054,5.3538201619907,-4.58609263050914,0.000469297424406277,0.1838367863668,0.156417990337376
"62","GB50622",444,565,817,522,484,425,641,1156,988,517,834,809,-0.527509827776847,6.1956741187939,-4.43073352460245,0.00062717501405634,0.1838367863668,-0.107427174687165
"63","GB51630",8,16,26,21,19,16,27,62,45,25,32,37,-1.04702093336594,1.50119187889346,-4.63258940568578,0.000430519712448223,0.1838367863668,-0.407230840017813
"64","GB52447",12,11,15,10,8,3,26,24,19,20,13,28,-1.11245326907089,0.683502102961481,-3.98085704363683,0.00147337994551864,0.1838367863668,-1.44759849338359
"65","GB52496",69,127,154,87,70,61,54,63,79,54,42,70,0.679023605786452,3.04373555349579,4.09074524888295,0.00119380407383414,0.1838367863668,-0.776658332240365
"66","GB52597",42,79,111,53,51,64,171,151,91,86,131,172,-0.939199239586006,3.35560170596832,-4.42967063346167,0.000628426464466504,0.1838367863668,-0.215967844157317
"67","GB52788",54,68,102,60,71,87,129,241,251,119,168,100,-1.08644279879632,3.59593177371193,-4.75228526932573,0.000345218223543666,0.1838367863668,0.309773106884919
"68","GB53002",115,181,249,155,389,400,488,1058,684,369,929,451,-1.42201013017993,5.38979532365633,-4.08519950362543,0.00120651780167937,0.1838367863668,-0.69234825573422
"69","GB53030",63,73,78,75,88,86,138,177,163,102,136,103,-0.76780062064842,3.5206515213462,-4.39983424625821,0.000664627217532596,0.1838367863668,-0.236785269721708
"70","GB53122",8,14,29,16,49,52,62,124,121,50,152,78,-1.95293859365038,2.37434109016826,-4.57674305911481,0.000477521651356679,0.1838367863668,-0.239187100752986
"71","GB53299",63,61,82,45,68,64,112,148,95,88,131,93,-0.739803889190894,3.23278642325014,-4.09918947409283,0.00117470867544967,0.1838367863668,-0.741495179248798
"72","GB53736",66,149,225,141,96,122,188,267,294,173,175,195,-0.679206584012939,4.19325149961504,-4.05446256131024,0.00127954191207595,0.1838367863668,-0.75004175285581
"73","GB54315",358,1061,971,1282,565,881,449,296,352,346,323,552,1.10990317893274,5.94194616120814,4.16509558213207,0.00103603040692219,0.1838367863668,-0.555609648841307
"74","GB54467",10,26,34,25,40,33,36,168,116,49,69,82,-1.53061286258616,2.34102298466205,-4.26674980950592,0.000854240674714277,0.1838367863668,-0.658663010809773
"75","GB54598",39,65,82,68,71,124,129,210,154,132,286,128,-1.16702713964409,3.61376308638096,-4.04168977614142,0.00131120455319461,0.1838367863668,-0.801885228837299
"76","GB54745",20,35,73,37,59,56,75,185,110,63,174,97,-1.27776117490653,2.95628177849937,-4.15218115284813,0.00106181575127043,0.1838367863668,-0.703816178787182
"77","GB54866",18,36,37,29,22,32,57,77,68,36,70,36,-0.892912017562302,2.16531009481736,-4.0073099326678,0.00140047525781714,0.1838367863668,-1.04932837379266
"78","GB54890",144,127,129,104,107,130,152,315,353,142,243,208,-0.830700467193893,4.22464055140443,-4.02357887202052,0.00135748083885977,0.1838367863668,-0.801637245743053
"79","GB54929",717,785,975,646,599,523,584,674,473,425,522,531,0.446383669487556,6.09521376895839,4.15410042652374,0.00105794238541463,0.1838367863668,-0.574345774675133
"80","GB49016",73,148,189,141,42,103,29,81,35,68,45,45,1.22928104171078,2.99518624012318,3.97394252796687,0.00149306868963782,0.183964725922,-0.96817757626768
"81","GB40084",56,78,111,79,63,58,93,161,117,77,95,96,-0.461106799760513,3.2926964632781,-3.86590188545597,0.00183812285949522,0.195116733798377,-1.10372202789431
"82","GB41079",138,185,251,191,187,181,253,342,310,194,274,237,-0.44965499793328,4.64662022940053,-3.83516875210596,0.00195042734637383,0.195116733798377,-1.12256994347652
"83","GB42208",16,18,24,10,18,16,28,52,28,21,45,32,-0.921770169490795,1.42259071212826,-3.87909078238804,0.001791971283829,0.195116733798377,-1.38302923551853
"84","GB42896",3,8,18,8,8,14,28,36,28,15,29,13,-1.31646038398326,0.733701900869362,-3.83271786525936,0.00195967907538189,0.195116733798377,-1.61598240431218
"85","GB43076",38,44,59,45,55,50,51,148,180,60,129,157,-1.14778985026432,3.03743562476958,-3.84042370126496,0.00193074043165972,0.195116733798377,-1.17156116478603
"86","GB44159",568,601,532,444,397,422,654,1220,1223,507,907,701,-0.68667629432197,6.16210570103995,-3.91016882094175,0.00168783833858274,0.195116733798377,-0.993558770812279
"87","GB45137",274,358,391,183,353,314,503,735,502,371,626,470,-0.729374346756468,5.48993682184937,-3.86152563381697,0.00185370296407088,0.195116733798377,-1.08139949087753
"88","GB46918",69,110,169,116,185,166,177,481,253,181,422,316,-1.09723324121676,4.43436188634797,-3.90840264113805,0.00169358731792841,0.195116733798377,-0.995120594516411
"89","GB47516",24,26,38,33,77,65,102,214,120,104,195,55,-1.56261487621904,2.97124750503013,-3.84942618197283,0.00189748331718,0.195116733798377,-1.16995475493552
"90","GB47691",1237,2005,1555,1224,2575,1299,1245,306,434,369,528,1112,1.52116497891499,6.74988623914368,3.85771063699569,0.00186739475302077,0.195116733798377,-1.08171106178904
"91","GB49478",8,73,192,123,248,195,196,1641,614,330,727,988,-2.5781779407109,4.74992651992547,-3.86329086654583,0.00184740233378298,0.195116733798377,-1.07553720046729
"92","GB50377",50,93,94,67,149,98,190,238,182,193,211,116,-1.03487069025337,3.83985550529135,-3.92656685836414,0.00163540408379205,0.195116733798377,-0.975997109725639
"93","GB51369",386,522,803,443,435,569,579,1816,1194,494,1204,1243,-0.878133574641837,6.32488238791788,-3.87126630558703,0.00181920674981413,0.195116733798377,-1.05950653894736
"94","GB52773",16,29,38,34,79,93,160,244,104,139,241,68,-1.79883133164731,3.12396259865765,-3.89872762624207,0.00172543639319676,0.195116733798377,-1.08139850783369
"95","GB53790",332,330,462,270,264,312,386,548,598,381,522,472,-0.511071483224801,5.47009483514321,-3.86436171017901,0.00184359082645736,0.195116733798377,-1.07721249866513
"96","GB54145",139,130,225,141,119,116,100,130,124,99,85,71,0.572483992936692,3.74599531449098,3.88842054095364,0.00176003918588954,0.195116733798377,-1.03996829044267
"97","GB54261",353,457,450,263,390,324,591,643,633,378,614,582,-0.568724954611704,5.68251401515996,-3.83872732815084,0.00193707341819004,0.195116733798377,-1.12124537570616
"98","GB55016",4688,7587,13998,10022,6449,5645,5567,7773,3663,3512,4229,3581,0.787288657153258,9.36025845160305,3.90114638758366,0.00171741722838541,0.195116733798377,-1.10186119605453
"99","GB55242",1322,1772,2005,2571,1942,1423,1306,1127,831,1130,1165,794,0.830696673050855,7.26924661500475,3.89204194676346,0.00174780148203138,0.195116733798377,-1.0276834889891
"100","GB40598",74,95,105,94,91,98,131,189,137,94,110,145,-0.473227666280577,3.64007377802569,-3.82031117633128,0.00200720315372238,0.195739962419698,-1.15676109815622
