"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"17","GB42307",385,429,408,260,277,191,173,125,199,215,186,259,0.730106554231747,4.7765531874866,2.9773738359986,0.0105181976987329,0.90906581505128,-3.81920550457715
"18","GB42412",33,20,41,46,34,28,63,50,54,34,41,49,-0.567475590536101,2.16893070547707,-3.02341137412649,0.0096207154954385,0.90906581505128,-4.23282504569822
"19","GB42425",211,400,1003,556,338,199,274,97,78,182,117,362,1.226238793675,4.8014271471381,3.45114974844241,0.0041971777908267,0.90906581505128,-3.65751502934832
"20","GB42550",120,145,269,221,129,160,328,306,271,126,223,269,-0.564386028806285,4.50764896920398,-3.10034939700418,0.00828743598165265,0.90906581505128,-3.80038123199917
"21","GB42632",52,93,120,55,64,55,57,51,30,34,49,43,0.67781451861821,2.63646286208747,3.56994737000802,0.00333568690802813,0.90906581505128,-4.06181019037227
"22","GB42878",253,289,655,480,414,278,361,340,211,226,231,326,0.402591688791886,5.17731940937545,2.9136436885655,0.0118988276217117,0.90906581505128,-3.80830737218065
"23","GB42879",2482,2106,2635,2466,1746,1653,1873,1887,1381,1215,1198,2096,0.433823456416775,7.69380909073326,3.10787040068389,0.00816740870960626,0.90906581505128,-3.94669283756836
"24","GB42920",97,152,147,95,126,79,209,155,131,182,148,171,-0.556217904815964,3.94470154475602,-3.6842365156016,0.00267592784177961,0.90906581505128,-3.72328419131842
"25","GB43403",104,124,139,125,101,83,116,76,78,66,72,93,0.409404817281234,3.43585503466467,3.55523470811429,0.00343184367469584,0.90906581505128,-3.890048791518
"26","GB43418",27,4,10,4,23,12,41,28,20,26,17,21,-1.27405753491328,0.898402950977161,-2.88686129054914,0.0125311173008599,0.90906581505128,-4.3761206890332
"27","GB43571",85,2221,257,229,702,427,9770,2000,1979,1454,2526,551,-2.42184704281789,6.65747746254735,-3.18048641329553,0.00709408839948015,0.90906581505128,-3.83423185862438
"28","GB43578",17,22,22,24,13,16,13,9,13,7,6,12,0.887843090979037,0.646315270940151,3.96431322295105,0.00156488917267174,0.90906581505128,-4.28784198806068
"29","GB44021",2331,2454,3959,3213,2303,1844,2584,2442,1445,1381,1789,2423,0.390244331671648,7.98793585403855,2.98291360437077,0.0104059572943214,0.90906581505128,-4.01472111374478
"30","GB44189",486,680,899,786,639,682,570,654,389,476,346,526,0.477746156349149,6.01779789631293,3.8597120281392,0.0019107538200983,0.90906581505128,-3.45547298990855
"31","GB44338",132,161,230,166,165,121,271,233,166,155,158,217,-0.320995038842245,4.31784171353292,-3.78336170705639,0.00221174311332644,0.90906581505128,-3.58738129543076
"32","GB44763",30,35,35,48,28,36,81,54,56,46,39,48,-0.631792588068568,2.28772636578709,-3.58729333932971,0.00322581758371633,0.90906581505128,-4.11903749250625
"33","GB44892",40,98,45,36,28,47,82,69,77,83,71,101,-0.844180139190628,2.77103995311184,-3.09873164663054,0.00831348225330568,0.90906581505128,-4.13526648550943
"34","GB44925",243,249,284,269,228,195,402,309,256,230,268,339,-0.310662597510445,4.9198511291727,-3.26322534786499,0.00604187208381615,0.90906581505128,-3.6735259207756
"35","GB44991",1757,2099,2570,2423,2021,1684,2361,1758,1528,1418,1415,1857,0.263733094033511,7.72208239234329,2.88605303421724,0.0125507053283658,0.90906581505128,-4.01976302086837
"36","GB45087",365,640,755,623,513,521,1146,733,831,589,538,717,-0.429267057082974,6.17310044354171,-3.21826420234065,0.00659264625188533,0.90906581505128,-3.71638199060901
"37","GB45193",485,440,752,773,536,438,264,445,307,301,346,538,0.612259190332002,5.64810735815221,3.11993112577628,0.00797853721863849,0.90906581505128,-3.72203417099893
"38","GB45697",162,139,159,145,116,111,241,167,134,161,145,216,-0.376153260072175,4.12579605956706,-2.83850440116588,0.0137577037721766,0.90906581505128,-3.96133462988868
"39","GB46014",209,290,451,307,371,217,305,228,237,195,197,243,0.336586295994838,4.88713361178173,2.90937230566891,0.0119975156159679,0.90906581505128,-3.82759813265877
"40","GB46072",46,50,79,66,58,55,109,101,67,53,60,88,-0.441387221868332,2.92459201441003,-3.38314388900851,0.00478818618567783,0.90906581505128,-4.04247789663903
"41","GB46123",133,232,250,165,135,134,361,199,179,192,197,242,-0.41346858528861,4.44973860158826,-2.94599166172913,0.0111770232650587,0.90906581505128,-3.8669573016797
"42","GB46175",155,230,367,215,162,177,133,112,169,115,116,222,0.57393044954169,4.2693031820326,2.86239375388801,0.0131376475733049,0.90906581505128,-3.93224589054166
"43","GB46241",15,12,15,11,10,11,26,22,17,22,14,35,-0.850268864166672,0.921686789915545,-3.82181884074249,0.00205452792011525,0.90906581505128,-4.27208085021152
"44","GB46281",18,16,39,34,13,14,5,6,5,8,3,37,1.43006194934803,0.520156179266561,3.16037145363704,0.0073764547098961,0.90906581505128,-4.37250224581198
"45","GB46366",3837,5540,7874,9070,5494,3697,3683,4279,1974,3127,2433,5642,0.723083165900478,8.92556672324197,3.33838024658396,0.00522227479012182,0.90906581505128,-4.01411694371383
"46","GB46412",50,58,54,40,28,35,14,13,18,18,24,28,1.19373062285061,1.69321135877005,4.16672724618714,0.00106620913465939,0.90906581505128,-4.14115367640503
"47","GB46515",7,16,14,8,5,9,28,19,15,14,18,61,-1.28359560482723,0.742203220640075,-3.59928342543545,0.00315202235611312,0.90906581505128,-4.31360600638956
"48","GB46697",833,1140,2074,1104,846,1015,2069,1197,1579,1354,1287,2058,-0.520454697215985,7.21057307721206,-3.13486621501046,0.00775067554282482,0.90906581505128,-3.88164027217645
"49","GB47565",3947,4396,6232,8881,3997,3940,3992,4182,1336,3120,1950,3853,0.79014424130848,8.72721826325975,3.213981219942,0.00664766610523036,0.90906581505128,-4.02446521499877
"50","GB47595",133,103,112,90,71,66,188,127,102,118,111,156,-0.530521842569285,3.64289946165803,-3.17108478239563,0.00722469553626295,0.90906581505128,-3.94871077719387
"51","GB47615",107,96,146,134,121,74,131,83,69,74,47,89,0.450880132287881,3.39876399526642,3.12907327433519,0.00783827670533406,0.90906581505128,-4.01165504036473
"52","GB47932",153,91,112,115,52,64,94,31,44,54,34,57,0.859787685090793,2.92718048794242,2.9666731936935,0.010738406785741,0.90906581505128,-4.14140120512406
"53","GB48065",112,75,114,59,77,63,45,69,33,39,34,72,0.756523503409371,2.79633077725742,3.25118636696368,0.00618466384917163,0.90906581505128,-4.09800879944259
"54","GB48145",844,910,1264,1252,767,755,904,833,557,600,591,904,0.372562228018705,6.53489283606449,3.37300514475154,0.00488321206201997,0.90906581505128,-3.70334620862861
"55","GB48201",112,122,207,130,176,113,290,213,146,164,191,163,-0.462366653429219,4.19973447641141,-3.39267706769254,0.00470053460912912,0.90906581505128,-3.75016825422735
"56","GB48370",178,311,364,307,244,254,632,322,272,288,292,378,-0.389548756435978,5.11160596083655,-2.91262497081505,0.0119222915279904,0.90906581505128,-3.81059743691516
"57","GB48481",503,595,966,631,584,475,732,503,370,490,343,533,0.314848466088297,5.93040229479095,2.95271135787202,0.0110326017752439,0.90906581505128,-3.80459463659253
"58","GB48656",362,652,472,379,461,413,323,181,171,198,328,160,1.03785375638981,5.13736070276622,4.5895642230965,0.0004848693710673,0.90906581505128,-3.21571141374476
"59","GB48850",19,27,83,32,70,32,110,94,50,62,51,78,-0.90058622288527,2.56749406543028,-3.49454676605017,0.00385906186944501,0.90906581505128,-4.09074579887501
"60","GB48945",217,268,369,283,186,197,132,171,100,129,174,259,0.671284607420513,4.45878223457762,3.31116607895803,0.00550530312153414,0.90906581505128,-3.73278137038544
"61","GB49425",478,673,693,512,513,423,1005,621,605,598,620,643,-0.335146192995171,6.08458366411728,-2.94050037210848,0.0112964302629385,0.90906581505128,-3.8218105802326
"62","GB49653",848,1236,1655,1181,1147,890,941,758,780,961,616,1027,0.40061238222471,6.77658638871689,2.9183890663965,0.0117901277883063,0.90906581505128,-3.90631111326068
"63","GB49930",370,577,1036,403,658,302,537,387,253,305,297,376,0.517390481347444,5.57391470954068,2.88372979136807,0.012607177163123,0.90906581505128,-3.82093272021514
"64","GB49987",178,297,284,181,167,144,367,259,214,277,247,351,-0.504635227515632,4.74554398216468,-3.3112757139851,0.00550413254503355,0.90906581505128,-3.67951126550867
"65","GB50013",1208,1550,1404,1975,678,1223,1324,544,626,736,638,990,0.709702406456483,6.80588069256354,3.07092888618628,0.00877406480323484,0.90906581505128,-3.85443947671093
"66","GB50114",171,210,1117,461,820,472,79,313,303,219,92,143,1.40125347726514,4.9354627959494,2.87054463341132,0.0129324487788576,0.90906581505128,-3.8788615367106
"67","GB50117",69,66,108,138,91,42,72,32,39,50,18,45,0.994851633763187,2.6730031979738,3.80281154071556,0.00213075448573755,0.90906581505128,-4.01678480737324
"68","GB50239",690,1018,1380,1049,827,734,770,833,569,658,670,849,0.326272378879328,6.52101517388792,2.84217671309263,0.0136605483361844,0.90906581505128,-3.9069173269559
"69","GB50371",17,18,18,26,17,12,36,27,27,24,26,31,-0.693441741626253,1.36180143102824,-3.85981413729738,0.00191038059621556,0.90906581505128,-4.2168914272383
"70","GB50413",133,259,313,159,175,126,319,266,169,288,247,315,-0.523575905729878,4.62968908181619,-2.96820711520171,0.010706562122021,0.90906581505128,-3.83460566543982
"71","GB50572",12,22,14,25,7,20,37,20,41,27,48,29,-1.05711787192478,1.36464979247584,-2.97067710445198,0.010655480757961,0.90906581505128,-4.32820779004428
"72","GB50671",44,38,43,67,38,41,29,35,20,22,30,30,0.66188001121065,1.98894071135735,3.17653729264457,0.00714865966712071,0.90906581505128,-4.22998537185117
"73","GB50837",798,764,1487,1256,998,664,1209,701,503,667,594,724,0.409188447783814,6.53186574839043,3.00258853970038,0.01001683375424,0.90906581505128,-3.84470231675575
"74","GB51089",206,372,514,290,196,194,980,392,227,369,555,646,-0.800274892789886,5.35247226862171,-3.11330122294247,0.00808181665119905,0.90906581505128,-3.72582190969306
"75","GB51114",557,685,971,447,658,270,381,279,258,396,314,422,0.695042966687609,5.60860482174151,3.19451451281642,0.00690358392160732,0.90906581505128,-3.69126348340043
"76","GB51376",19,17,49,21,25,15,17,13,12,8,15,13,0.798644129661725,0.970117931698054,3.39991375413316,0.00463507815877368,0.90906581505128,-4.31026557025738
"77","GB51556",37,42,64,40,54,45,112,66,62,64,47,50,-0.50503428120662,2.62994347187908,-2.86879538816249,0.0129762183855603,0.90906581505128,-4.20308590958816
"78","GB51701",107,139,182,150,141,150,254,186,158,157,162,192,-0.377356338145769,4.19091576871988,-3.61311683456662,0.00306900499231391,0.90906581505128,-3.67603879582346
"79","GB51727",471,670,681,478,445,498,866,646,699,612,669,705,-0.413631056627055,6.10162905104026,-3.11371766420358,0.00807529037175817,0.90906581505128,-3.75137547663518
"80","GB51751",1185,1100,2552,1480,1420,675,859,609,817,923,595,813,0.717480640932057,6.80562763113165,3.49457778543732,0.00385883030164014,0.90906581505128,-3.70420403453353
"81","GB51884",239,299,303,216,187,208,356,315,330,307,237,321,-0.402854526460184,4.93677466889898,-2.86498466326774,0.0130720760925046,0.90906581505128,-3.84302016373825
"82","GB51947",64,77,160,88,120,59,75,60,59,53,57,59,0.569161041081737,3.05357232439561,3.34190442647782,0.00518670874630333,0.90906581505128,-4.02776181067034
"83","GB51979",1561,1313,2441,1948,1082,1290,1706,1028,649,986,766,1349,0.573744850491623,7.14968832377793,3.31687223667982,0.00544470915904549,0.90906581505128,-3.81282445180343
"84","GB52105",57,57,80,91,58,44,57,30,35,42,32,65,0.564029463714049,2.54123039852486,2.94816545829951,0.0111301000479674,0.90906581505128,-4.19902055483218
"85","GB52351",220,294,449,333,328,217,621,484,285,317,300,374,-0.378426323026326,5.24774832287923,-3.42117161063019,0.00444806102615238,0.90906581505128,-3.58732522988235
"86","GB52621",60,70,119,103,76,45,85,66,31,36,39,68,0.532020325210031,2.80665972139125,2.90347934812172,0.0121349965275484,0.90906581505128,-4.17121312013329
"87","GB52724",2189,2330,3789,2142,2392,1427,1742,2259,1152,1330,1270,1496,0.572185766865862,7.70623037025161,3.81400668917459,0.00208551532722393,0.90906581505128,-3.74373710491813
"88","GB52836",17255,17950,7274,12961,11153,6822,4981,5177,4674,5928,5977,8702,0.961099942620173,9.83960688495885,3.14758612499103,0.00756173531627342,0.90906581505128,-4.14405942784432
"89","GB53345",330,414,525,570,334,230,300,252,128,172,190,422,0.724028528977222,5.05463802141194,3.53313535361956,0.00358157781480762,0.90906581505128,-3.56736282542225
"90","GB53414",53,44,55,46,38,44,329,129,98,50,144,56,-1.3038590950532,3.01412662592093,-3.39879438385233,0.00464514261466309,0.90906581505128,-4.03262382146347
"91","GB53719",2623,3031,3273,3507,2021,2171,2476,2303,1749,1609,1524,2706,0.411540798665553,8.04222456841593,2.96084981077827,0.0108601577118539,0.90906581505128,-4.02647860863702
"92","GB54106",12,15,19,15,7,14,36,33,25,21,17,27,-0.980327859251645,1.09064022928111,-4.5997893146391,0.000475837424401308,0.90906581505128,-4.18434571473701
"93","GB54132",57,56,79,68,57,43,52,43,43,38,28,47,0.494756999993593,2.48788298547477,3.69558094011039,0.00261813172749589,0.90906581505128,-4.06509131643839
"94","GB54329",57,69,106,65,80,52,107,109,84,82,96,106,-0.477151638217434,3.21791565943083,-3.62903235487941,0.00297623075407235,0.90906581505128,-3.92520880654865
"95","GB54423",659,1390,1970,1002,997,847,3167,1580,1021,1262,1303,1704,-0.562719633368839,7.1888873929021,-3.00324000296041,0.0100041990981942,0.90906581505128,-3.92434266551759
"96","GB54499",94,113,171,166,134,105,207,197,151,146,112,186,-0.37806805467353,4.02667744745263,-3.36474709906427,0.00496201196014863,0.90906581505128,-3.79793116923307
"97","GB54675",813,935,1388,702,877,574,591,654,569,626,583,620,0.443823527319321,6.33913941046472,2.90122930458451,0.0121878984586878,0.90906581505128,-3.86451734572704
"98","GB55449",19,232,22,18,53,46,643,220,193,82,128,58,-2.08685158230451,3.19177228016806,-3.07513173355016,0.00870284490318432,0.90906581505128,-4.0965126465924
"99","GB55929",1343,1319,1518,1542,1063,1240,1042,1461,780,624,485,1216,0.600657591065469,6.92283271310199,3.11457628757907,0.00806185098420584,0.90906581505128,-3.85245350873077
"100","GB55949",48,69,86,107,66,54,151,130,104,64,71,90,-0.52069207959447,3.21620324154742,-3.11004994061638,0.0081329502817642,0.90906581505128,-4.05232309040401
