"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"14","GB46057",41,36,11,42,63,89,194,138,134,143,93,166,-1.82976542990526,3.08918679403585,-4.48790387712726,0.000579862908806941,0.392826105224564,-1.32494750420831
"15","GB53756",226,212,1211,1302,622,831,292,94,47,167,68,47,2.74620889174102,4.72717037302801,4.44546305405517,0.000627439490406232,0.392826105224564,-0.902842779834346
"16","GB54076",33,40,102,61,64,49,154,173,397,78,148,328,-1.74452987022273,3.50851554909204,-4.44864582960425,0.000623735551940632,0.392826105224564,-1.16526623998572
"17","GB55813",77,143,132,304,442,269,58,29,18,62,44,21,2.53862017862975,3.22125088055666,4.40425982935045,0.000677492521945581,0.392826105224564,-1.40827590928642
"18","GB52505",250,355,205,206,241,145,555,517,730,279,278,405,-0.893319595649267,5.14113567378209,-4.3673908194319,0.000725772467290635,0.397441067226877,-0.738838791354186
"19","GB43882",451,676,388,309,215,252,200,239,281,192,169,218,0.781913552021703,4.95844740275364,4.32894665821191,0.000779906506126917,0.400639738894007,-0.79239578864425
"20","GB45146",117,160,114,123,96,99,78,103,93,69,80,97,0.492436816184713,3.50264192473271,4.30683978452561,0.000812904005060377,0.400639738894007,-1.23828752088084
"21","GB40228",11,44,85,67,34,66,31,9,9,10,2,4,2.44551123932575,1.10291578462338,4.20661002366803,0.000981552143219333,0.460721879795855,-2.49232687931881
"22","GB40695",1048,1045,4999,946,2405,6392,1620,202,124,436,198,101,3.05728443606047,6.39037389694113,4.02348289192906,0.0013887258265882,0.610181212746266,-1.34889172542074
"23","GB44093",69,171,180,148,116,158,99,78,109,72,52,66,0.859532285138844,3.52492401569518,4.01039098951813,0.00142377679752096,0.610181212746266,-1.55791186444223
"24","GB41226",24,34,24,58,33,25,17,10,24,12,12,8,1.29665481122618,1.22318520470046,3.97937495005886,0.0015104773358721,0.616040798278338,-2.5369760065307
"25","GB52775",328,957,2027,2335,2510,2305,763,351,608,392,176,294,1.95234346364994,6.39063270002738,3.96164594587483,0.00156244495860388,0.616040798278338,-1.35930501415083
"26","GB49843",73,112,105,144,78,95,72,108,39,55,46,48,0.806286989851769,3.09834751076799,3.81176623428832,0.00208177874471614,0.789234349487194,-1.92700045737523
"27","GB46320",47,123,58,47,25,42,27,32,28,32,25,29,0.912505006678202,2.12285222881369,3.72402582957593,0.00246447094371924,0.881840786183572,-2.37352474409823
"28","GB52279",151,71,434,238,86,341,109,35,20,54,23,25,2.33027484635887,3.20097261632446,3.71556393794363,0.00250497534880187,0.881840786183572,-2.06963177989395
"29","GB40136",6878,3748,2702,5110,3097,5943,15622,11898,10017,8835,6185,8917,-1.11139986640073,9.52328846812078,-3.59127583281828,0.00318419352647954,0.999445391198054,-2.29092573941467
"30","GB40148",3242,4327,3254,4178,1752,906,904,971,2258,1843,1154,921,1.06096953366473,7.66781622227798,2.87409997141599,0.0128047377005584,0.999445391198054,-2.85862487361268
"31","GB41214",17,33,22,13,21,28,43,71,37,28,26,34,-0.773883546786412,1.70184579817811,-3.44382832437777,0.00423673074278555,0.999445391198054,-2.75353294209659
"32","GB41361",1439,1354,729,625,272,101,287,106,207,321,144,67,1.79627391209987,5.07078336538462,2.91460215240649,0.0118392240573837,0.999445391198054,-2.71910424918595
"33","GB42244",795,1181,805,1209,892,399,134,267,889,567,319,400,1.23748372569167,5.95377057068563,2.9816117990917,0.0103972589987848,0.999445391198054,-2.61507815598725
"34","GB42317",75,200,159,137,82,99,61,152,89,76,77,91,0.497987512275207,3.52146931489971,2.81541426720703,0.0143427058728041,0.999445391198054,-2.9536860256223
"35","GB42409",145,510,147,343,77,64,38,34,293,38,76,14,1.82934455485057,3.35594401761622,2.86882953913227,0.012935950532643,0.999445391198054,-2.9373333886557
"36","GB42539",13,21,11,17,9,9,42,22,24,13,20,50,-0.929233690382416,1.06969755646801,-2.90831962756084,0.0119841420287591,0.999445391198054,-3.34862638432284
"37","GB42692",255,375,390,308,289,253,117,395,222,222,189,225,0.567642273819071,4.85781171413776,3.07983447703249,0.00859246649992816,0.999445391198054,-2.47152165609853
"38","GB42961",280,364,392,322,281,237,338,521,441,314,336,434,-0.291600985210184,5.29253507425972,-2.89099256256231,0.012392952835535,0.999445391198054,-2.72650804179012
"39","GB43689",147,154,186,487,569,209,1200,2592,1531,484,134,852,-1.59285561216568,5.65918710638433,-2.76518738703837,0.0158019806874265,0.999445391198054,-2.91871258200537
"40","GB43711",66,86,83,81,100,50,116,193,161,124,56,113,-0.632666645857367,3.42950128964884,-2.92224171899649,0.0116653322190752,0.999445391198054,-2.84077498202054
"41","GB43825",8884,13270,10672,12689,13278,11945,23569,31796,27495,17391,8355,19876,-0.684482258540864,10.7423640802128,-2.90519020767594,0.0120569795157058,0.999445391198054,-3.13542217999592
"42","GB43969",5,9,7,6,14,12,14,34,13,14,10,23,-0.950583443898369,0.46356003409429,-3.00283918193096,0.00997780372262917,0.999445391198054,-3.41374964197493
"43","GB44113",689,1298,1162,1153,1013,861,980,974,674,644,651,865,0.407586071574214,6.64860166657418,2.99076726916118,0.0102142454667406,0.999445391198054,-2.62960087795948
"44","GB44192",382,186,120,126,198,172,344,432,538,242,233,329,-0.877936019015698,4.80938044448986,-3.08201287184417,0.00855618696726884,0.999445391198054,-2.47702216365177
"45","GB44367",52,100,515,253,104,790,139,70,2,26,18,6,3.2943318574044,2.84485636665415,3.20104074412078,0.00678940989709895,0.999445391198054,-2.76128426596166
"46","GB44493",321,481,394,297,248,245,485,745,663,237,371,512,-0.492359468273901,5.4555870046021,-2.99898078506508,0.0100527788563819,0.999445391198054,-2.57440878089075
"47","GB44616",108,76,33,74,68,92,190,185,164,109,53,142,-0.889302596572473,3.44128853143193,-2.76793980822394,0.015718374420931,0.999445391198054,-3.02653599253499
"48","GB44963",103,137,118,94,71,78,74,82,66,75,77,71,0.476459909626439,3.26977831091942,3.21252299628202,0.00663956975657143,0.999445391198054,-2.52945264314294
"49","GB45159",197,350,365,238,145,185,140,279,100,152,160,155,0.640458152636719,4.43355541477115,3.17224068024087,0.0071802813413431,0.999445391198054,-2.37613130514526
"50","GB45284",1157,1167,1079,839,670,758,774,756,685,641,623,753,0.438725381397145,6.50665793882532,3.11198692204957,0.00807219931782576,0.999445391198054,-2.45551587918721
"51","GB45469",26,108,75,170,86,86,49,53,45,48,40,20,1.04959142459832,2.7005506218121,2.76347313611822,0.0158542718561584,0.999445391198054,-3.15024443125065
"52","GB45530",47,80,61,46,45,31,17,74,37,27,27,21,0.757201997966782,2.13780736091595,2.9352679946753,0.0113746259777575,0.999445391198054,-3.08592102376519
"53","GB45584",36,107,32,32,40,51,16,31,24,32,24,29,0.890840744483314,1.9487601427349,3.12459116003469,0.0078769145273397,0.999445391198054,-2.95753573211552
"54","GB45649",116,183,184,179,126,118,130,170,131,96,95,133,0.307121722384059,3.93348537729973,2.83774405672921,0.0137372121875584,0.999445391198054,-2.87150843535744
"55","GB45708",295,212,149,93,106,47,191,306,463,197,146,398,-0.978111662577648,4.36583160452576,-2.78572609379203,0.015188458559345,0.999445391198054,-2.91151956436915
"56","GB46045",16,32,23,36,17,16,10,29,9,11,12,8,0.918895082850128,0.91521125055498,3.32943049661803,0.00529026763185961,0.999445391198054,-3.07693087934153
"57","GB46409",36,27,31,47,20,18,74,71,86,33,28,39,-0.8063582190053,2.11013889724208,-2.81392396248988,0.0143840372807418,0.999445391198054,-3.20817202912319
"58","GB46444",157,146,195,277,160,118,302,525,322,233,177,238,-0.705673146944541,4.62539274738853,-3.33232536174395,0.00526060222029635,0.999445391198054,-2.14305893492481
"59","GB46678",147,301,172,107,149,151,186,91,124,55,63,68,0.922813814572661,3.76718218137592,3.57277683091318,0.00330018556676788,0.999445391198054,-1.98878556655645
"60","GB46815",36,27,42,14,16,19,14,15,12,16,16,7,0.926659308209108,1.01999820218756,2.80117480223113,0.0147424278320661,0.999445391198054,-3.43856167457167
"61","GB47718",2808,2161,2230,1671,1647,1930,1798,1186,1915,1157,743,1516,0.686098990721414,7.53285922975214,3.05218137077395,0.00906652205854212,0.999445391198054,-2.62372872948402
"62","GB47848",97,109,100,191,130,89,219,446,231,113,135,229,-0.844526711888198,4.12770956041748,-3.43497124445585,0.00431015274883571,0.999445391198054,-2.07984612719142
"63","GB47849",547,896,980,950,834,530,1303,2518,1237,736,761,1189,-0.551611395817148,6.74531670751807,-2.83620921673888,0.0137780144120301,0.999445391198054,-2.84429665640519
"64","GB48187",90,182,144,140,128,125,155,241,176,177,125,180,-0.332435622152189,4.09310670991082,-2.77968175748445,0.0153665467033932,0.999445391198054,-2.93220223289995
"65","GB48258",18,22,19,15,11,19,30,36,33,18,16,25,-0.527252140736038,1.25689221956101,-2.78512135199188,0.0152061849859123,0.999445391198054,-3.40135632823268
"66","GB48782",321,579,410,350,245,310,308,451,306,231,261,294,0.287462196121559,5.20957520958852,2.82859533126441,0.0139821897869061,0.999445391198054,-2.81519190886943
"67","GB48812",491,572,483,555,296,286,283,487,329,305,283,370,0.407254660405177,5.42562908865777,2.8034214663688,0.0146786421759655,0.999445391198054,-2.85045760455621
"68","GB48908",88,112,91,89,79,82,80,94,72,64,57,69,0.362132672256987,3.18572898771381,3.12597522913273,0.0078557592770904,0.999445391198054,-2.64748330378729
"69","GB49080",171,175,402,169,126,108,172,98,99,58,75,137,0.856448439518823,3.90008525362384,2.93233067212839,0.011439546601132,0.999445391198054,-2.76002401710339
"70","GB49235",127,187,167,156,98,120,127,152,140,85,87,106,0.345467018793654,3.83026745845215,3.10758378304292,0.00814155029945145,0.999445391198054,-2.54037440294987
"71","GB49381",59,106,82,67,47,66,46,72,78,37,30,59,0.480109430453514,2.74881493623245,2.96313543322182,0.0107765369062,0.999445391198054,-2.92247929855968
"72","GB50388",30,52,43,22,26,18,54,80,85,32,30,60,-0.773219310314156,2.17716574399904,-3.31556582112282,0.00543469363980253,0.999445391198054,-2.72074298504431
"73","GB50423",79603,76839,14413,9799,5981,13347,5399,2253,3717,10578,5870,394,2.63015567698446,9.83024106894271,2.93198447343482,0.0114472223484,0.999445391198054,-3.01874105802066
"74","GB50883",173415,258225,157713,112847,114213,45431,40571,66996,82486,93169,66698,55767,0.980914857122976,13.3248100594514,2.76472519333529,0.0158160627023885,0.999445391198054,-3.53516083664175
"75","GB51284",21,33,71,60,42,23,24,26,29,18,14,22,0.834262781095182,1.71162855557501,2.7906959029749,0.0150435468543467,0.999445391198054,-3.3084292281678
"76","GB51444",61,82,86,59,50,44,47,57,47,42,44,51,0.434667769074739,2.62908061174058,3.02544163787485,0.00954960605557787,0.999445391198054,-2.88233448373682
"77","GB51583",5796,9886,9504,5850,2117,2382,772,984,528,4881,1612,761,2.08351828313217,8.08754672423746,3.4282740930448,0.00436652039300207,0.999445391198054,-2.24336623981204
"78","GB51696",32,47,40,46,51,42,68,97,77,58,43,56,-0.570268649506823,2.57516760277085,-3.32149264209941,0.00537247656228402,0.999445391198054,-2.59613427014806
"79","GB51793",23,41,30,29,21,48,61,75,43,53,29,43,-0.612360103426942,2.1400013411424,-2.75969596623374,0.0159700884621379,0.999445391198054,-3.25218996260408
"80","GB51815",40,466,166,214,132,121,61,36,19,108,136,46,1.62161322486406,3.36129821280524,2.86718863483604,0.0129770721633346,0.999445391198054,-2.93089554927844
"81","GB52100",29,41,14,21,15,6,5,19,8,8,8,8,1.07656860034722,0.542596918026068,2.76769555838546,0.0157257760926502,0.999445391198054,-3.55693640227479
"82","GB52280",15,23,19,36,21,18,5,2,8,21,10,3,1.75962840449966,0.4445336057664,3.5389883706502,0.00352320645445416,0.999445391198054,-3.0719708096095
"83","GB52317",150,210,2097,672,474,1727,365,80,20,169,63,23,3.11226316112656,4.53286674665923,3.62090446470961,0.00300695681214892,0.999445391198054,-1.93927488548712
"84","GB52453",109,104,107,119,79,79,145,220,159,134,105,102,-0.46869396831567,3.72798748063053,-2.853233644948,0.0133320295679916,0.999445391198054,-2.87883207286085
"85","GB53096",93,33,21,69,49,46,78,157,112,80,57,156,-1.13160263434913,2.95172118318264,-3.17237627953378,0.0071783893210228,0.999445391198054,-2.66098854217565
"86","GB53331",46,71,37,65,25,26,28,14,34,13,23,17,1.11388135347028,1.73497383567138,3.59320686655006,0.00317232614315353,0.999445391198054,-2.62575182366442
"87","GB53474",19,15,16,9,13,14,9,12,11,5,5,10,0.74941897387967,0.340935711118033,2.94246540425879,0.0112170838690325,0.999445391198054,-3.47657076295793
"88","GB53624",52,64,23,59,49,63,129,147,254,60,49,135,-1.19444335033448,3.07134203553265,-3.34636017295922,0.00511913150113889,0.999445391198054,-2.44315281301268
"89","GB53834",15,43,20,25,14,20,12,16,11,15,12,20,0.665664599260812,1.00249837310719,2.8460049745509,0.0135196357612456,0.999445391198054,-3.40538450327627
"90","GB53888",2185,764,1848,2514,1522,1392,4698,3558,2577,4686,2004,3232,-0.981866157458104,8.01703904088919,-2.78627308308761,0.015172442444633,0.999445391198054,-2.9932218988585
"91","GB54097",8096,11208,6923,8224,3068,1830,1717,1847,4481,4395,1657,1133,1.33487249664017,8.62583602082652,2.91549859280308,0.0118186875047633,0.999445391198054,-2.89417759488103
"92","GB54209",362,388,284,224,146,151,172,203,122,160,116,179,0.694156810499147,4.45322833196104,3.270725572301,0.00592944523751105,0.999445391198054,-2.24204854743734
"93","GB54549",52083,19460,63903,64566,22138,18624,76404,128379,50797,78381,76853,76544,-1.11936242419861,12.5194965121762,-2.83516243931937,0.0138059102737567,0.999445391198054,-3.39887589987515
"94","GB54908",31,23,11,27,7,33,67,67,27,61,22,40,-1.1146685237537,1.72824102481257,-2.7686716728077,0.0156962166426837,0.999445391198054,-3.3292443201419
"95","GB55086",8,51,5,7,11,12,23,28,36,18,25,76,-1.31736461671588,1.10368227152268,-2.87517946797676,0.0127780247061613,0.999445391198054,-3.37365935469934
"96","GB55388",1884,1465,1736,2662,1714,1122,3498,4342,3503,1940,1719,3040,-0.668107055926227,7.95876269952938,-2.95199034233409,0.0110119064003106,0.999445391198054,-2.78620881700624
"97","GB55544",209,309,248,259,135,148,138,277,112,138,129,126,0.573217929839953,4.30292398888897,3.21465945665666,0.0066120566689423,0.999445391198054,-2.33315993162879
"98","GB55764",659,724,563,699,384,500,398,567,604,409,315,395,0.448585049105216,5.82181359368358,3.11526866157604,0.0080208937561693,0.999445391198054,-2.41478720840185
"99","GB55776",16,41,28,30,23,41,20,19,22,11,15,15,0.812662514088153,1.32494705307032,3.53851903038627,0.00352640945064264,0.999445391198054,-2.7997895214485
"100","GB56034",146,260,178,208,147,176,265,305,252,200,196,227,-0.332606169159517,4.5562410157085,-3.38541103062487,0.00474530238799412,0.999445391198054,-2.07111503647186
