"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"12","GB41689",20,32,43,53,23,43,62,82,48,56,51,44,-0.795982915727383,2.30801737198568,-3.6383905218756,0.00285445911109607,0.461888703005966,-2.29750034424394
"13","GB41695",184,140,247,127,111,85,87,91,57,58,80,97,0.8070721548208,3.5556016966806,4.02790014955716,0.00134570444198259,0.461888703005966,-1.43849175212861
"14","GB41731",146,208,424,272,279,138,158,206,142,101,107,155,0.625120142246012,4.33551736935319,3.55595917239917,0.00335085337459925,0.461888703005966,-1.82421561150538
"15","GB42157",16,7,11,11,9,10,27,30,14,17,21,29,-1.16889953323573,0.822236332106073,-4.71040951845679,0.000372643808458865,0.461888703005966,-2.14914251770122
"16","GB42249",422,500,453,806,350,414,717,1353,744,919,536,541,-0.750580054960163,6.08011130158987,-3.45449311969513,0.00408351772458668,0.461888703005966,-1.90815048649563
"17","GB42324",48,82,87,78,35,78,248,240,54,190,96,110,-1.17313494708607,3.41379454788007,-3.51692003635887,0.00361557962581146,0.461888703005966,-2.08824320867852
"18","GB42431",553,640,627,556,238,558,946,1574,554,769,724,815,-0.809350720301086,6.20622642709462,-3.45791259314835,0.00405637178744004,0.461888703005966,-1.91213618056139
"19","GB42576",24,26,53,53,22,34,83,143,55,97,48,44,-1.17842828713135,2.47265492097809,-4.08305258440774,0.00121093411554304,0.461888703005966,-1.82673982418253
"20","GB42617",41,40,43,65,49,23,14,39,10,25,10,22,1.10796164196636,1.64214916544032,3.96856238215601,0.00150794016146295,0.461888703005966,-2.27557752279242
"21","GB42868",16,10,18,21,9,9,36,42,32,33,18,28,-1.26390184927701,1.20985117686655,-5.16166675130961,0.000164337025529139,0.461888703005966,-1.70243239115707
"22","GB43227",30,28,31,56,46,49,95,90,37,73,62,92,-0.99262349421797,2.57937055993379,-3.85369183781275,0.00188118945499727,0.461888703005966,-1.99357744645157
"23","GB43239",62,141,180,246,79,165,276,369,163,342,174,196,-0.937220944924078,4.32786393864927,-3.41583216502962,0.00440346883104691,0.461888703005966,-2.02117947216873
"24","GB43245",307,471,338,659,345,449,669,1115,735,986,731,509,-0.963869185932468,5.98877120001897,-4.10059814657286,0.00117102391800568,0.461888703005966,-1.01240685537335
"25","GB43433",5,1,8,10,6,7,17,26,10,16,12,16,-1.55777615587834,0.111131964555103,-4.03938480071601,0.00131642725126037,0.461888703005966,-2.75962944773255
"26","GB43602",78,115,154,124,126,77,71,100,79,64,66,81,0.463127381527711,3.36632584278262,3.70203552607693,0.00252269035099262,0.461888703005966,-1.87093531082558
"27","GB43624",5,8,7,25,11,13,24,40,17,24,23,14,-1.21133043020507,0.811307997108238,-3.44604375035824,0.00415138198903424,0.461888703005966,-2.95538793067778
"28","GB43943",22,29,20,24,16,22,45,67,22,39,25,45,-0.897295259154251,1.72194856906541,-3.96769027389748,0.00151046829970314,0.461888703005966,-2.23179109097852
"29","GB43955",6,14,17,14,14,11,16,25,19,26,20,18,-0.772994435007027,0.870357394689477,-3.38267438652059,0.00469791713571659,0.461888703005966,-2.97653083973442
"30","GB44116",187,367,383,385,330,337,809,1219,327,726,328,472,-0.892713356201594,5.60418601894196,-3.71652910835158,0.00245277719491351,0.461888703005966,-1.52054972678554
"31","GB44123",161,253,303,530,198,397,445,858,438,974,446,460,-1.07996644665357,5.50043290044726,-3.67429755674901,0.0026621853030784,0.461888703005966,-1.58348500714582
"32","GB44220",92,97,102,346,92,198,360,622,342,622,221,331,-1.63869951272745,4.69007477149838,-4.66177183803124,0.000407647007844455,0.461888703005966,-0.39259209885534
"33","GB44596",12,35,46,131,38,97,108,210,91,223,111,112,-1.60325747863419,3.15662092708211,-3.81446991364968,0.00202920334436226,0.461888703005966,-1.84623697062245
"34","GB44988",93,155,121,237,136,263,347,562,315,693,323,181,-1.3306498303402,4.76298880376288,-3.74672160677259,0.00231339035595836,0.461888703005966,-1.52933173145014
"35","GB45137",274,358,391,502,183,314,503,735,371,626,353,470,-0.685109480354467,5.48993682184937,-3.42869066636883,0.00429434487333095,0.461888703005966,-1.92520774570187
"36","GB45293",89,90,136,258,118,97,156,413,152,269,134,233,-0.859595529123015,4.17114472971238,-3.35985697517148,0.00491196654132325,0.461888703005966,-2.1172281171038
"37","GB45437",216,295,333,224,193,124,181,173,146,130,82,126,0.642097777226932,4.28733779952452,3.61049636780524,0.0030134983576003,0.461888703005966,-1.75921423633548
"38","GB45851",172,335,496,395,332,227,434,680,291,502,364,552,-0.621491996923005,5.39868777968983,-3.93007618052818,0.00162373250226426,0.461888703005966,-1.2133104189154
"39","GB45909",621,864,1635,1191,1024,994,1568,1852,1232,2109,1429,1226,-0.690947701640437,7.1358307306057,-3.68845090074446,0.00259005581138627,0.461888703005966,-1.69660744954361
"40","GB45913",2830,3024,3608,1997,2154,2302,3916,4703,2857,3517,3860,4627,-0.64023914820987,8.47990432128433,-4.06372041427388,0.00125652556731416,0.461888703005966,-1.47698398624133
"41","GB46145",853,1468,1991,4799,1256,2789,4346,7759,3590,8158,2888,3256,-1.36567617287797,8.36526978013042,-3.45507851232372,0.00407885755143328,0.461888703005966,-2.16482642196953
"42","GB46425",1134,1919,2187,2135,1222,1882,2527,3050,1960,2649,2132,2087,-0.562807519942633,7.81970615967127,-3.32424626389037,0.00526577774920465,0.461888703005966,-2.2508866208562
"43","GB46513",16,31,41,140,29,67,89,178,97,219,57,104,-1.48063822078841,2.96769705526567,-3.45812062303439,0.0040547261970246,0.461888703005966,-2.2907134774679
"44","GB46534",230,288,488,311,308,424,538,707,289,388,484,589,-0.606385533696987,5.4914412157142,-3.45705563492808,0.00406315773377542,0.461888703005966,-1.88326643555824
"45","GB46918",69,110,169,253,116,166,177,481,181,422,185,316,-1.05954649700912,4.43436188634797,-3.67916183874773,0.00263716843262548,0.461888703005966,-1.65323701309554
"46","GB47516",24,26,38,120,33,65,102,214,104,195,77,55,-1.45508193959825,2.97124750503013,-3.40530539830442,0.00449487968476457,0.461888703005966,-2.34670691693555
"47","GB47884",190,235,346,274,222,247,350,433,217,371,252,334,-0.431726563932518,4.98672624171688,-3.445103695928,0.00415900230845106,0.461888703005966,-1.90835441909515
"48","GB48151",143,331,284,492,223,421,531,986,480,860,541,343,-1.07735956727539,5.54499825681705,-3.56226049766418,0.00330999849170801,0.461888703005966,-1.74242243269347
"49","GB48170",12,25,38,25,24,18,8,21,9,9,16,11,0.860969999305183,0.906425739763113,3.56305468432264,0.00330488522399693,0.461888703005966,-2.83824986438807
"50","GB48232",20,31,25,23,26,32,37,68,34,51,52,30,-0.828410116063217,1.94157554639593,-3.4503785580223,0.00411642455659338,0.461888703005966,-2.59493413169866
"51","GB48325",18,57,35,112,48,98,140,214,144,260,151,72,-1.61579982012032,3.33022986830597,-3.71902448194629,0.00244094026799559,0.461888703005966,-1.89651809894572
"52","GB48472",155,93,325,573,204,374,416,900,501,1105,332,717,-1.39677114805844,5.43699258658313,-3.42348115761904,0.00433822351620444,0.461888703005966,-1.949183061856
"53","GB48738",89,43,118,49,116,36,12,27,23,23,35,37,1.38266322064465,2.21931190141882,3.76159979941218,0.00224769236174027,0.461888703005966,-2.23581872228242
"54","GB48765",281,216,344,237,250,144,177,191,120,140,138,139,0.604660235031406,4.40974326365143,4.06308546344839,0.00125805246670841,0.461888703005966,-1.1367087924951
"55","GB48842",7,18,94,448,161,46,258,1385,327,386,217,1100,-2.98143941017805,4.23755962230824,-4.06905743098818,0.00124376616772155,0.461888703005966,-1.38713619027922
"56","GB48894",44,80,125,210,85,142,209,310,193,332,156,124,-1.08562441682016,4.04176095185293,-3.32557943414555,0.00525208206654104,0.461888703005966,-2.19115104058111
"57","GB48919",16,36,17,36,24,40,50,117,43,86,56,31,-1.22551986716951,2.16146322454385,-3.41757538856513,0.00438851288151457,0.461888703005966,-2.56556659161867
"58","GB48960",60,81,96,121,85,105,158,152,109,195,117,123,-0.710711830074309,3.65961889069717,-3.52286624628661,0.00357393333390997,0.461888703005966,-2.00614457525707
"59","GB49219",371,297,78,162,267,155,128,8,63,28,6,10,3.07635111288344,2.91369829616725,4.04539371952996,0.00130136971035008,0.461888703005966,-1.83195613294109
"60","GB49223",506,747,1218,3578,702,1958,3264,5124,2884,5981,1847,2070,-1.55599444173356,7.75846171306102,-3.32773185576128,0.00523004560244157,0.461888703005966,-2.24405105843119
"61","GB49224",17,35,30,80,27,68,79,189,107,176,77,70,-1.60389658540583,2.84552663977891,-4.20401088746574,0.000961690006784789,0.461888703005966,-1.5685181595079
"62","GB49227",38,102,120,262,77,156,188,398,247,386,162,212,-1.28959788250663,4.20828894008567,-3.7089764839932,0.00248895997398562,0.461888703005966,-1.66655689507473
"63","GB49290",87,69,84,96,42,69,121,169,85,102,73,110,-0.654487074977562,3.31054964225617,-3.41919498856873,0.00437466338629613,0.461888703005966,-2.22053379686199
"64","GB49480",258,300,356,347,242,273,445,528,380,466,323,318,-0.533924867001675,5.27802660510018,-3.84987921133275,0.00189508139547023,0.461888703005966,-1.32502571914698
"65","GB49806",5,32,19,117,41,81,94,219,110,244,102,66,-1.98330266242891,2.86533958671027,-3.4256188239452,0.00432016402386614,0.461888703005966,-2.3767001427013
"66","GB50033",170,167,197,132,87,214,282,308,150,246,242,270,-0.750810261229869,4.45706534012105,-3.49267288939721,0.00379053881233214,0.461888703005966,-1.89232549205544
"67","GB50043",118,322,337,782,353,387,492,1154,666,972,742,529,-1.19315499918606,5.79365863828703,-3.47391446131494,0.00393173659620413,0.461888703005966,-1.87616745429366
"68","GB50065",22,26,47,151,25,83,145,191,166,265,70,124,-1.77528551982041,3.21720182992195,-4.00679976658026,0.00140124365830735,0.461888703005966,-1.62759077737345
"69","GB50192",19,58,32,88,29,64,111,163,78,149,113,50,-1.34467216038155,2.90974610663655,-3.49753308783266,0.00375479725051855,0.461888703005966,-2.26021295207809
"70","GB50377",50,93,94,182,67,98,190,238,193,211,149,116,-1.04279467211706,3.83985550529135,-4.00231389207412,0.00141335035454714,0.461888703005966,-1.37912255609188
"71","GB50651",98,221,158,392,230,397,477,878,535,650,451,307,-1.31430508477439,5.26773985961528,-3.80410905968765,0.00207024795906696,0.461888703005966,-1.41334783032463
"72","GB50733",23,64,47,73,66,68,126,170,89,123,77,65,-1.02660984118272,3.07057700440454,-3.64259250423534,0.00283124963163968,0.461888703005966,-2.04130767343015
"73","GB50771",28,74,49,62,62,38,25,40,18,30,23,33,0.775389853445087,2.07273565913787,3.57960954889496,0.00320009918052255,0.461888703005966,-2.43590728672724
"74","GB50787",193,391,738,554,517,245,164,311,218,169,214,264,0.795668081979386,5.05342372040155,3.632655565823,0.00288644748449708,0.461888703005966,-1.64877270016684
"75","GB51183",14,21,27,40,13,39,34,76,39,61,35,39,-1.01908941342293,1.8958143909995,-3.42460820171224,0.00432869253684686,0.461888703005966,-2.63621403374711
"76","GB51516",240,204,190,207,220,126,125,135,62,104,148,135,0.688761593266043,4.07227591496992,3.39592982538498,0.00457790067929455,0.461888703005966,-2.08485475452256
"77","GB51552",83,84,103,54,45,90,156,168,69,98,98,141,-0.762562061598171,3.38901130630354,-3.500183981878,0.00373544631791988,0.461888703005966,-2.10481386804511
"78","GB52028",2341,2266,3567,3449,1888,2788,3781,6907,2899,4456,3002,3740,-0.637154300465582,8.51029065098754,-3.55460974042315,0.00335966855275655,0.461888703005966,-2.06204408766188
"79","GB52557",1650,2013,2310,1911,2087,1234,1410,2121,1144,1165,1115,1333,0.37665654101543,7.46836775463854,3.43653561672603,0.00422911024932179,0.461888703005966,-2.0660314809661
"80","GB52589",154,228,277,193,237,154,152,209,129,132,134,129,0.412726921258411,4.2768005616452,3.72511897823836,0.0024122740796879,0.461888703005966,-1.6018101732086
"81","GB52773",16,29,38,104,34,93,160,244,139,241,79,68,-1.7817119818351,3.12396259865765,-3.85563231616922,0.001874158907035,0.461888703005966,-1.82228305660932
"82","GB52787",11,36,7,40,10,23,71,69,42,69,48,24,-1.60980776829268,1.76239283727479,-3.50330837952503,0.00371276811532269,0.461888703005966,-2.62518489412953
"83","GB52956",96,153,104,273,99,178,314,449,366,586,267,192,-1.37700152263678,4.6223738660214,-4.10475600532123,0.00116176542071271,0.461888703005966,-1.07680410937258
"84","GB53069",102,146,131,130,111,125,167,247,112,126,147,170,-0.436924539807306,3.97397456565861,-3.42605441928248,0.0043164933100848,0.461888703005966,-2.05451049778503
"85","GB53170",205,210,402,159,235,205,170,123,121,86,109,190,0.747094752148229,4.26860751004173,3.54841888569837,0.00340041188987367,0.461888703005966,-1.84916257227336
"86","GB53299",63,61,82,95,45,64,112,148,88,131,68,93,-0.710563883269129,3.23278642325014,-3.76000013484764,0.00225466405139422,0.461888703005966,-1.85003641207557
"87","GB53369",2,105,18,57,57,14,313,83,66,152,196,311,-2.68344560324736,2.82556691245796,-3.67956792409618,0.00263509076619397,0.461888703005966,-2.17501432435901
"88","GB53581",98,115,118,107,79,95,126,147,112,132,121,150,-0.43986240865767,3.70254907811686,-3.33668244810811,0.00513940039715659,0.461888703005966,-2.22620791134778
"89","GB53927",542,1373,1666,1546,1640,902,608,876,693,528,683,876,0.679462431363495,6.6852314227659,3.4049540666545,0.00449796324511638,0.461888703005966,-2.0245338224934
"90","GB53967",724,783,995,1115,661,991,1250,1984,802,1601,1161,1214,-0.633426220935693,6.89205821488808,-3.46043373760878,0.00403647391836265,0.461888703005966,-1.96838877935632
"91","GB54127",267,354,401,675,290,384,608,917,670,1040,524,389,-0.878364046630123,5.80953031535049,-3.36103646974279,0.00490066523961411,0.461888703005966,-2.03144586325947
"92","GB54303",174,313,252,594,296,444,702,987,609,928,743,380,-1.19651251983765,5.73225769447413,-3.8476843083542,0.00190312627595907,0.461888703005966,-1.3497350986734
"93","GB54827",216,322,501,1001,286,601,810,1146,816,1466,689,696,-1.15901572497134,6.12789189188941,-3.43628576950304,0.00423117238290136,0.461888703005966,-1.9430891218195
"94","GB54829",31,74,97,278,86,217,254,462,254,507,226,156,-1.54907741712219,4.27347741623138,-3.49201143478266,0.00379542957718805,0.461888703005966,-1.95301982081053
"95","GB55285",94,195,205,379,149,267,368,593,354,603,303,267,-1.08200621557613,4.97382939876112,-3.70050701413046,0.00253018048419833,0.461888703005966,-1.56338763484086
"96","GB55330",445,766,538,545,651,341,213,267,241,173,257,397,1.01969395896286,5.36069470501813,5.28117903108162,0.000132896943080947,0.461888703005966,0.477363699754674
"97","GB55427",187,217,272,201,201,232,331,355,203,250,234,299,-0.416940783882047,4.78166518383984,-3.59810819186167,0.00308698042117302,0.461888703005966,-1.70442495485207
"98","GB55454",54,56,70,56,60,52,77,94,64,78,77,84,-0.51235171368134,2.93519454892158,-3.97195241916964,0.00149815386310842,0.461888703005966,-1.72612370401163
"99","GB55562",6,6,5,15,4,12,19,44,10,48,15,13,-1.57899592915822,0.525887653217815,-3.49215247075856,0.00379438622981611,0.461888703005966,-3.00753066958378
"100","GB55730",180,350,231,398,186,218,453,642,465,647,364,308,-0.971078233705314,5.25913763423906,-4.14525431286278,0.00107541818186858,0.461888703005966,-0.93229197013035
