"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"24","GB43866",19,17,8,28,42,20,17,6,8,17,12,23,1.06617263941322,1.33299498327736,4.15487621834727,0.00101018587465458,0.85545700267652,-4.31551920659104
"25","GB43892",4900,2507,3158,7503,4119,6345,2093,2045,2572,6059,3355,3638,0.989442080070239,9.15027111814407,3.78709748605834,0.00206408335650795,0.85545700267652,-4.18869847613738
"26","GB43937",26,12,20,58,79,40,23,26,22,16,35,12,1.15824840895771,2.0428192742111,3.01125882552181,0.0095069145690551,0.85545700267652,-4.36008726789833
"27","GB44155",28,31,20,107,68,99,249,38,155,189,111,225,-1.0574622762751,3.6661672921252,-3.05522202913346,0.00871877032032311,0.85545700267652,-4.19248187387408
"28","GB44455",377,70,363,211,848,688,30,135,55,252,121,64,2.37401793459497,4.70490166682333,3.93935633527879,0.00153357878063722,0.85545700267652,-3.9071840536778
"29","GB45057",222,208,113,442,298,408,644,265,471,624,442,693,-0.511041461319661,5.78683614936079,-3.23478076318688,0.00611942683888638,0.85545700267652,-3.9908691172076
"30","GB45228",87,58,85,209,175,161,306,141,213,301,219,267,-0.555783092407717,4.67583147137359,-3.10037362664256,0.00797672257564328,0.85545700267652,-4.04654001374168
"31","GB45364",18,20,20,85,47,38,141,39,69,92,58,148,-0.917278398369462,3.00096187800219,-3.08961155535577,0.00814769438632281,0.85545700267652,-4.26357852687339
"32","GB45688",490,644,315,508,800,577,745,438,398,459,359,491,0.64619368459974,6.27174800013706,2.93374744027528,0.0110716779595525,0.85545700267652,-4.09209387774207
"33","GB45732",98,108,74,389,267,256,660,164,517,535,396,706,-0.957299217691242,5.40239545567447,-3.41673857902635,0.00427388997272947,0.85545700267652,-3.94976234621546
"34","GB45966",22,18,7,13,20,15,5,9,6,19,9,10,1.14125870861445,0.888110334388219,3.27554584676914,0.0056465140370524,0.85545700267652,-4.4121834284526
"35","GB45973",1203,787,660,979,1431,1370,848,647,1129,843,756,1306,0.647983315119991,7.21285203341993,3.24958499889358,0.00594327368203057,0.85545700267652,-4.10147204930028
"36","GB46496",55,45,30,116,110,79,160,90,127,194,121,181,-0.644523337739773,3.89165483614253,-4.11237948913594,0.00109651597182917,0.85545700267652,-3.94783661239171
"37","GB46661",10,16,8,19,22,18,45,18,24,58,30,44,-0.787377321477234,1.81406012790671,-3.41901589249519,0.00425474321211991,0.85545700267652,-4.33750424476172
"38","GB46673",32,12,15,51,70,47,13,44,7,17,28,16,1.37224768513691,1.9007876344105,3.32327890891026,0.00513901329435934,0.85545700267652,-4.33805068057886
"39","GB46693",26,20,34,80,70,58,139,53,94,131,75,160,-0.824992879209132,3.35128824473865,-3.39951752665233,0.00442150885922904,0.85545700267652,-4.16713460404504
"40","GB47214",104,33,18,60,59,66,25,70,14,40,39,16,1.27497768031184,2.57157440139882,3.08717557470626,0.00818689569203459,0.85545700267652,-4.30493919958885
"41","GB47358",7,10,7,16,28,12,38,20,27,26,30,38,-0.822501844550506,1.5589522217974,-3.17572411677907,0.00687552112630735,0.85545700267652,-4.38081284606565
"42","GB47468",67,46,75,90,84,115,200,143,170,215,145,212,-0.816260540375969,4.17913586333826,-4.36410784576329,0.000676312563801321,0.85545700267652,-3.85220497404856
"43","GB47470",2,2,3,18,7,14,63,10,11,42,19,36,-1.64123016039473,0.905313581691814,-3.53759836029375,0.00336831524917105,0.85545700267652,-4.39267792460826
"44","GB47580",371,340,142,257,226,527,106,134,53,534,301,121,1.30898140497798,5.03316063152838,2.93384637728216,0.011069527041585,0.85545700267652,-4.06874135138864
"45","GB47771",36,32,40,10,63,93,4,17,8,27,31,1,2.42325754250152,1.57160475618596,3.02426827775914,0.00926661616564451,0.85545700267652,-4.39970103697485
"46","GB47805",4046,2928,4691,2866,5806,9615,908,1399,1067,4532,3132,524,2.08444035247596,8.6412504544728,3.89071479696964,0.001685962647541,0.85545700267652,-4.1362531705867
"47","GB48005",108,62,54,136,378,187,46,143,37,74,130,68,1.30427977063757,3.88585078492175,3.31285483574117,0.00524579592605784,0.85545700267652,-4.09516103840507
"48","GB48083",5,1,2,9,12,12,27,13,13,14,16,22,-1.14543585478458,0.603030847376887,-3.27461189760675,0.00565692864355722,0.85545700267652,-4.42500255488402
"49","GB48425",134,171,93,421,235,256,547,182,427,480,391,636,-0.639250665401967,5.4562316706159,-2.9041544654263,0.0117338628383182,0.85545700267652,-4.07660878711483
"50","GB48443",8,21,20,72,31,24,136,24,46,109,97,227,-1.47633405228437,2.81255745794975,-3.22571905956054,0.00622981288472171,0.85545700267652,-4.27006970464665
"51","GB48539",261,218,172,524,351,602,736,325,688,674,625,1074,-0.574372345915107,6.13858419413958,-3.00671379468538,0.00959231065295778,0.85545700267652,-4.07352178715398
"52","GB48747",74,30,13,20,25,55,12,28,5,31,8,19,1.49197436642029,1.72204620932783,3.08302655114866,0.0082540956982742,0.85545700267652,-4.37791231291225
"53","GB48808",11,13,6,16,23,12,9,9,10,10,9,13,0.775300519633419,0.846173196486719,2.98656200735223,0.00998016639512915,0.85545700267652,-4.43609278461454
"54","GB48894",132,106,79,193,332,156,78,179,100,85,142,124,0.916396267177931,4.33134086841188,3.10354031912552,0.00792709656867872,0.85545700267652,-4.07202844626363
"55","GB49131",103,45,69,122,275,110,32,106,67,49,106,75,1.16358402015933,3.68634006832824,2.97957407877505,0.0101182470978875,0.85545700267652,-4.19148243620136
"56","GB49385",107,12,26,55,59,121,20,36,12,35,27,17,1.61082800836024,2.3862236135879,3.57749591426498,0.00311400398016911,0.85545700267652,-4.26484888921036
"57","GB49387",30,74,21,29,40,20,6,25,5,12,10,13,1.97570622446926,1.53571821630625,3.99086962605571,0.00138745750483641,0.85545700267652,-4.31591143488678
"58","GB49487",167,122,76,138,186,158,127,160,86,135,110,132,0.596689841116434,4.32262604315954,2.93488689509823,0.0110469308173114,0.85545700267652,-4.11261738095611
"59","GB49705",1313,398,473,994,1442,1099,280,848,226,342,1103,355,1.35272677075803,6.56452075769793,2.99616211943322,0.00979350015695553,0.85545700267652,-4.10361530973658
"60","GB49902",74,62,33,86,91,102,287,80,151,175,135,135,-0.649826642185594,3.99091913367136,-3.07410549540816,0.00840044535969518,0.85545700267652,-4.13529223557757
"61","GB50105",256,126,189,451,456,443,1352,301,531,871,554,878,-0.773943191456586,6.08328360127469,-3.26158848910937,0.00580417176143275,0.85545700267652,-4.00815236165078
"62","GB50550",7164,1542,3429,2116,5669,9011,406,2979,324,3866,2762,426,2.26639808631525,8.33996406626791,2.92375965044042,0.0112909475552469,0.85545700267652,-4.26406117498808
"63","GB50662",262,67,124,64,224,78,67,20,44,37,26,22,2.17223690899486,3.26642909894742,4.27801444616434,0.000797298804631285,0.85545700267652,-4.06829722763028
"64","GB50759",7,3,2,18,10,10,26,15,14,30,24,28,-1.17150337634247,0.966478492689744,-4.29945030283681,0.000765234858998124,0.85545700267652,-4.33893946350612
"65","GB50777",21,20,14,73,45,41,83,40,52,94,73,78,-0.662759914987592,2.82230705286834,-3.09342013189924,0.00808677744902405,0.85545700267652,-4.28063962537851
"66","GB50779",275,159,89,289,323,255,249,216,128,201,205,252,0.523996923692634,5.0094097426869,2.99850632836893,0.00974844560801328,0.85545700267652,-4.03796209131841
"67","GB50955",3462,920,1592,1394,5450,3469,749,1717,448,2616,1856,856,1.38489057730213,7.96392974993912,2.92065177530435,0.0113600455968623,0.85545700267652,-4.23365835236723
"68","GB51048",34,21,15,37,46,40,27,21,19,48,22,27,0.652257725701162,2.13433420817522,3.18819180933266,0.00670850531225215,0.85545700267652,-4.33096210814733
"69","GB51478",24,25,13,57,37,37,70,35,39,98,58,81,-0.587431278553796,2.70236826384619,-2.90796646297838,0.011646424504328,0.85545700267652,-4.31931840319592
"70","GB52155",43,53,29,35,50,71,30,30,12,48,25,48,0.981429294679227,2.50512587454244,3.29777232649908,0.00540424410995213,0.85545700267652,-4.2831358461161
"71","GB52278",78,38,53,149,157,96,282,115,220,175,161,296,-0.765901564360805,4.32072357935652,-3.40125408864136,0.00440639369680117,0.85545700267652,-4.02164565259812
"72","GB52289",16,15,4,30,17,20,8,7,7,18,7,17,1.03340828590661,0.948500327798323,3.41157076251297,0.00431766078835876,0.85545700267652,-4.39800699670148
"73","GB52294",676,225,284,769,444,1285,87,205,151,864,386,214,1.52885515736522,5.76703758468336,3.24088886676544,0.00604612431638033,0.85545700267652,-3.98805949607395
"74","GB52316",1216,1627,736,1656,1472,1481,1294,1073,640,1552,1009,1383,0.702965143438965,7.54871806346281,3.26874852078399,0.00572275226779502,0.85545700267652,-4.12949773301672
"75","GB52318",1830,1417,709,1086,1685,2285,202,562,341,2834,752,429,1.73565003896142,7.11447969652934,3.39494072611132,0.00446159564026863,0.85545700267652,-4.06492987282008
"76","GB52345",591,922,403,708,784,718,506,504,518,485,525,723,0.76725854924133,6.53143835201326,3.32583001742783,0.00511321346160259,0.85545700267652,-4.01484517792061
"77","GB52795",40,18,5,9,18,16,9,10,6,11,8,7,1.21182680578351,0.834846263789805,2.90199782982994,0.0117836167751268,0.85545700267652,-4.44413942621571
"78","GB52829",5292,5191,3746,5176,4389,8511,6160,2735,4076,6664,3517,5417,0.683709418509137,9.55086709429376,2.90211626462756,0.0117808790869565,0.85545700267652,-4.33454454257658
"79","GB52842",71,51,36,151,224,88,91,52,45,67,82,97,0.787550340578418,3.58290007041253,3.15643871059942,0.00714205981996916,0.85545700267652,-4.16704531151829
"80","GB52895",137,64,125,203,207,233,83,74,74,177,114,114,0.988816840336416,4.24502992704975,4.30605605037566,0.000755623321597367,0.85545700267652,-3.82866093056794
"81","GB53113",78,299,112,339,170,245,546,304,1125,795,574,532,-1.3159171375751,5.67363162801836,-3.41963846054314,0.00424952392579891,0.85545700267652,-3.96564521860176
"82","GB53120",75,220,128,287,162,322,722,180,1193,590,426,689,-1.21124996525693,5.59232268736146,-2.96254783461949,0.0104626307661023,0.85545700267652,-4.07955813828176
"83","GB53143",245,171,84,255,261,343,503,205,332,490,442,458,-0.443679772873065,5.45567128602088,-2.95892266360565,0.010537436122534,0.85545700267652,-4.05586183175791
"84","GB53313",9,4,14,15,5,11,69,13,13,44,27,44,-1.37745114693681,1.35196759835159,-3.23134358524281,0.00616106541996225,0.85545700267652,-4.39114990576682
"85","GB53463",11,10,5,15,16,18,26,15,21,28,25,37,-0.601454301141995,1.42290962431234,-3.08728924270582,0.0081850623199216,0.85545700267652,-4.39690306841583
"86","GB53506",1053,835,724,1707,1593,1629,782,1052,1040,1192,1008,1531,0.56480120802676,7.44969464277997,2.90745678131086,0.0116580781753446,0.85545700267652,-4.19612645757721
"87","GB53512",99,38,42,289,160,191,364,127,234,469,228,434,-0.877331625418948,4.74155945502139,-3.05085935259172,0.00879399719459608,0.85545700267652,-4.07107395380884
"88","GB53791",865,1137,680,2816,2170,2062,4007,1528,2823,3932,2990,3925,-0.660170446589079,8.32982787593527,-3.05753211351753,0.0086791954766655,0.85545700267652,-4.23501515060241
"89","GB53956",21,20,7,20,13,11,7,13,7,7,8,10,1.15982659036655,0.82759112528349,3.1561166384794,0.00714659733641993,0.85545700267652,-4.42456290506542
"90","GB53987",16,55,4,22,74,8,15,2,0,3,3,14,2.78365717254878,0.433756651860546,3.54107008355454,0.00334537684605014,0.85545700267652,-4.40966097581617
"91","GB54144",18,5,6,34,42,34,47,47,40,114,60,54,-1.11668213651917,2.30421852120107,-3.2442161292422,0.00600656389791374,0.85545700267652,-4.31728131363072
"92","GB54260",69,92,37,145,98,143,391,121,220,337,183,248,-0.947498820287087,4.47481818984921,-4.44853573555828,0.000575947477505483,0.85545700267652,-3.79434766113097
"93","GB54281",546,767,342,1086,1043,768,486,695,595,515,501,728,0.702992416061772,6.6267145664715,2.90699997725358,0.0116685325711538,0.85545700267652,-4.12803435318921
"94","GB54480",513,122,230,153,443,457,108,225,54,325,238,95,1.38128759112355,4.95829556240774,2.93995453785838,0.010937528388412,0.85545700267652,-4.07230088490605
"95","GB54903",19,34,15,26,81,21,3,20,4,8,18,44,1.73280614462978,1.46729692067532,2.97452266120756,0.010219235766831,0.85545700267652,-4.40626788075753
"96","GB55007",1355,313,919,827,1009,1304,367,219,727,1042,548,674,1.18042401753926,6.71177824768749,3.13243026830375,0.00748828638214208,0.85545700267652,-4.08084450918924
"97","GB55224",87,182,65,228,193,186,649,174,277,378,305,450,-0.822606679741201,5.0968231741437,-3.56406778575573,0.00319735596817463,0.85545700267652,-3.91028723016395
"98","GB55369",1209,787,520,941,1218,1090,738,736,532,1321,974,849,0.609534495972771,7.07426627426219,3.04864353636963,0.008832451059477,0.85545700267652,-4.13295856996093
"99","GB55396",198,210,219,852,501,407,1585,268,719,1464,1347,1798,-1.0923275445094,6.50577532020729,-3.20058249798783,0.00654652748439192,0.85545700267652,-4.06237762549064
"100","GB55977",662,437,259,452,661,670,450,404,309,656,520,435,0.584800475084707,6.19101048436955,3.06607024459206,0.00853446490518122,0.85545700267652,-4.05001844776834
